Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2012","2012","kg/ha","77.47","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2013","2013","kg/ha","77.01","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2014","2014","kg/ha","75.41","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2015","2015","kg/ha","74.24","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2016","2016","kg/ha","73.79","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2017","2017","kg/ha","72.61","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2002","2002","kg/ha","22.85","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2003","2003","kg/ha","24.11","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2004","2004","kg/ha","24.97","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2005","2005","kg/ha","24.39","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2006","2006","kg/ha","24.67","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2007","2007","kg/ha","24.14","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2008","2008","kg/ha","21.15","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2009","2009","kg/ha","19.9","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2010","2010","kg/ha","20.96","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2011","2011","kg/ha","24.08","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2012","2012","kg/ha","25.89","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2013","2013","kg/ha","26.92","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2014","2014","kg/ha","25.84","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2015","2015","kg/ha","24.75","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2016","2016","kg/ha","25.4","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2017","2017","kg/ha","25.31","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2002","2002","kg/ha","25.62","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2003","2003","kg/ha","27.68","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2004","2004","kg/ha","28.15","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2005","2005","kg/ha","26.32","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2006","2006","kg/ha","27.04","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2007","2007","kg/ha","26.75","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2008","2008","kg/ha","22.42","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2009","2009","kg/ha","20.36","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2010","2010","kg/ha","23.96","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2011","2011","kg/ha","26.37","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2012","2012","kg/ha","27.05","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2013","2013","kg/ha","28.73","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2014","2014","kg/ha","28.85","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2015","2015","kg/ha","27.85","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2016","2016","kg/ha","29.3","Fc","Calculated data"
"EF","Fertilizers indicators","231","United States of America","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2017","2017","kg/ha","29.6","Fc","Calculated data"
