MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170411,MA,"4,220.33","3,916.84",12.28,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,MA,"2,701.06","5,436.11","1,354.64",0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,MA,108.75,"8,028.42","5,434.94","1,198.77",0.00,0.00,2017-03-28,2017-04-03,1
20170321,MA,108.75,"8,028.42","5,434.94","1,198.77",0.00,0.00,2017-03-21,2017-03-27,1
20170314,MA,56.66,"8,080.51","7,907.79","3,019.34",0.00,0.00,2017-03-14,2017-03-20,1
20170307,MA,56.66,"8,080.51","7,907.79","3,019.34",0.00,0.00,2017-03-07,2017-03-13,1
20170228,MA,56.66,"8,080.51","7,907.79","3,019.34",0.44,0.00,2017-02-28,2017-03-06,1
20170221,MA,56.66,"8,080.51","7,907.79","3,019.34",0.44,0.00,2017-02-21,2017-02-27,1
20170214,MA,56.66,"8,080.51","7,907.79","3,019.34",0.44,0.00,2017-02-14,2017-02-20,1
20170207,MA,56.66,"8,080.51","7,981.75","3,019.34",0.44,0.00,2017-02-07,2017-02-13,1
20170131,MA,56.66,"8,080.51","7,981.75","3,019.34",305.25,0.00,2017-01-31,2017-02-06,1
20170124,MA,56.66,"8,080.51","7,981.75","3,019.34",699.38,0.00,2017-01-24,2017-01-30,1
20170117,MA,56.66,"8,080.51","7,981.75","5,501.83",699.38,0.00,2017-01-17,2017-01-23,1
20170110,MA,56.66,"8,080.51","7,981.75","5,501.83",699.38,0.00,2017-01-10,2017-01-16,1
20170103,MA,56.66,"8,080.51","7,981.75","5,625.43",699.38,0.00,2017-01-03,2017-01-09,1
20161227,MA,56.66,"8,080.51","7,981.75","5,625.43","2,939.17",0.00,2016-12-27,2017-01-02,1
20161220,MA,56.66,"8,080.51","7,981.75","5,625.43","2,939.17",0.00,2016-12-20,2016-12-26,1
20161213,MA,56.66,"8,080.51","7,993.23","6,421.67","3,364.85",0.00,2016-12-13,2016-12-19,1
20161206,MA,0.00,"8,137.17","7,993.23","5,241.35","3,364.85",0.00,2016-12-06,2016-12-12,1
20161129,MA,56.66,"8,080.51","7,976.67","5,241.35","3,364.85",0.00,2016-11-29,2016-12-05,1
20161122,MA,56.66,"8,080.51","7,976.67","5,161.32","3,364.85",0.00,2016-11-22,2016-11-28,1
20161115,MA,56.66,"8,080.51","7,976.67","5,161.32","3,364.85",0.00,2016-11-15,2016-11-21,1
20161108,MA,56.66,"8,080.51","7,976.67","5,161.32","2,349.51",0.00,2016-11-08,2016-11-14,1
20161101,MA,56.66,"8,080.51","7,976.67","5,161.32","2,349.51",0.00,2016-11-01,2016-11-07,1
20161025,MA,56.66,"8,080.51","7,976.67","6,960.97","3,077.84",0.00,2016-10-25,2016-10-31,1
20161018,MA,0.00,"8,137.17","7,976.67","7,082.18","3,078.07",0.00,2016-10-18,2016-10-24,1
20161011,MA,0.00,"8,137.17","7,976.67","6,810.63","3,078.07",0.00,2016-10-11,2016-10-17,1
20161004,MA,0.00,"8,137.17","7,986.48","7,319.00","4,241.71",0.00,2016-10-04,2016-10-10,1
20160927,MA,0.00,"8,137.17","7,986.48","7,319.00","4,241.71",0.00,2016-09-27,2016-10-03,1
20160920,MA,0.00,"8,137.17","7,986.48","7,319.00","4,241.71",0.00,2016-09-20,2016-09-26,1
20160913,MA,0.00,"8,137.17","7,986.48","7,319.00","4,241.71",0.00,2016-09-13,2016-09-19,1
20160906,MA,0.00,"8,137.17","7,680.14","6,296.19","1,845.04",0.00,2016-09-06,2016-09-12,1
20160830,MA,0.00,"8,137.17","7,414.66","6,296.19","1,845.04",0.00,2016-08-30,2016-09-05,1
20160823,MA,0.00,"8,137.17","7,414.66","5,876.77","1,371.77",0.00,2016-08-23,2016-08-29,1
20160816,MA,56.66,"8,080.51","7,468.14","5,208.01","1,371.77",0.00,2016-08-16,2016-08-22,1
20160809,MA,56.66,"8,080.51","7,468.14","5,020.24",297.98,0.00,2016-08-09,2016-08-15,1
20160802,MA,56.66,"8,080.51","7,468.14","5,020.24",0.00,0.00,2016-08-02,2016-08-08,1
20160726,MA,56.66,"8,080.51","6,028.06","3,236.04",0.00,0.00,2016-07-26,2016-08-01,1
20160719,MA,56.66,"8,080.51","6,028.06","2,741.80",0.00,0.00,2016-07-19,2016-07-25,1
20160712,MA,56.66,"8,080.51","4,991.49","2,741.80",0.00,0.00,2016-07-12,2016-07-18,1
20160705,MA,56.66,"8,080.51","4,474.62","2,412.28",0.00,0.00,2016-07-05,2016-07-11,1
20160628,MA,293.11,"7,844.06","3,166.00",0.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,MA,512.65,"7,624.52","2,076.13",0.00,0.00,0.00,2016-06-21,2016-06-27,1
20160614,MA,"1,634.83","6,502.34","1,103.34",0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,MA,"3,182.84","4,954.33","1,103.34",0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,MA,"4,649.90","3,487.27",0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,MA,"4,649.90","3,487.27",0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,MA,"4,649.90","3,487.27",0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,MA,"5,064.97","3,072.19",0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,MA,"6,534.37","1,602.80",0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,MA,"6,534.37","1,602.80",0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,MA,"6,534.37","1,602.80",0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,MA,"6,534.37","1,602.80",0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,MA,"6,534.37","1,602.80",0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,MA,"6,534.37","1,602.80",0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,MA,"6,534.37","1,602.80",0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,MA,"6,460.18","1,676.99",0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,MA,"6,460.18","1,676.99",0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,MA,"6,460.18","1,676.99",0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,MA,"3,532.37","4,604.80","1,678.99",0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,MA,"2,854.20","5,282.97","1,678.99",0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,MA,"2,854.20","5,282.97","1,678.99",0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,MA,"2,854.20","5,282.97","1,678.99",0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,MA,"2,842.68","5,294.49","1,678.99",0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,MA,"1,815.62","6,321.55","2,143.56",0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,MA,"1,815.62","6,321.55","2,143.56",0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,MA,"1,859.37","6,277.80","2,143.56",0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,MA,"1,859.37","6,277.80","2,143.56",0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,MA,"1,859.37","6,277.80","2,143.56",0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,MA,"1,859.37","6,277.80","1,918.76",0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,MA,"2,379.06","5,758.11","1,918.76",0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,MA,"2,379.06","5,758.11","1,918.76",0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,MA,"2,379.06","5,758.11","1,918.76",0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,MA,"1,818.18","6,318.98","1,918.76",0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,MA,"1,818.18","6,318.98","1,918.76",0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,MA,"1,818.18","6,318.98","1,918.76",0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,MA,"1,818.14","6,319.03","1,918.76",0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,MA,"1,818.10","6,319.07","1,123.82",0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,MA,"1,818.06","6,319.11","1,123.82",0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,MA,"1,818.02","6,319.15","1,123.82",0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,MA,"1,049.59","7,087.58","2,475.98",0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,MA,"1,181.12","6,956.05",174.40,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,MA,"2,832.55","5,304.62",18.63,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,MA,"2,832.55","5,304.62",15.43,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150901,MA,"3,997.80","4,139.36",15.43,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150825,MA,"5,772.67","2,364.50",0.00,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150818,MA,"5,772.67","2,364.50",0.00,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150811,MA,"5,772.67","2,364.50",0.00,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150804,MA,"6,399.65","1,737.52",0.00,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150728,MA,"7,105.79","1,031.38",0.00,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150721,MA,"7,105.79","1,031.38",0.00,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,MA,"7,105.79","1,031.38",0.00,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150707,MA,"4,140.10","3,997.07",0.00,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,MA,0.00,"8,137.17",941.12,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150623,MA,0.00,"8,137.17","4,757.95",0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150616,MA,0.00,"8,137.17","5,851.11",0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150609,MA,0.00,"8,137.17","5,851.11",0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150602,MA,0.00,"8,137.17","5,851.11",0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,MA,0.00,"8,137.17","8,137.17",0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,MA,0.00,"8,137.17","8,137.17",0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,MA,0.00,"8,137.17",0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,MA,"2,420.35","5,716.82",0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,MA,"8,130.68",6.49,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,MA,"7,788.63",348.54,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150414,MA,"7,563.58",573.59,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150407,MA,"7,563.58",573.59,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150331,MA,"8,012.79",124.38,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,MA,"8,083.49",53.68,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150210,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150203,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150127,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141223,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141216,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,1
20141209,MA,"8,087.60",49.57,0.00,0.00,0.00,0.00,2014-12-09,2014-12-15,1
20141202,MA,"7,308.42",828.75,9.43,0.00,0.00,0.00,2014-12-02,2014-12-08,1
20141125,MA,"6,723.85","1,413.32",9.94,0.00,0.00,0.00,2014-11-25,2014-12-01,1
20141118,MA,"6,723.85","1,413.32",9.94,0.00,0.00,0.00,2014-11-18,2014-11-24,1
20141111,MA,"6,723.85","1,413.32",9.94,0.00,0.00,0.00,2014-11-11,2014-11-17,1
20141104,MA,"6,723.85","1,413.32",9.94,0.00,0.00,0.00,2014-11-04,2014-11-10,1
20141028,MA,"5,480.63","2,656.54",9.94,0.00,0.00,0.00,2014-10-28,2014-11-03,1
20141021,MA,1.10,"8,136.07","2,142.82",0.00,0.00,0.00,2014-10-21,2014-10-27,1
20141014,MA,1.10,"8,136.07","2,142.82",0.00,0.00,0.00,2014-10-14,2014-10-20,1
20141007,MA,"2,671.66","5,465.51","2,162.94",0.00,0.00,0.00,2014-10-07,2014-10-13,1
20140930,MA,"2,671.66","5,465.51","2,162.94",0.00,0.00,0.00,2014-09-30,2014-10-06,1
20140923,MA,"3,180.39","4,956.78","2,185.02",0.00,0.00,0.00,2014-09-23,2014-09-29,1
20140916,MA,"4,781.57","3,355.60",0.00,0.00,0.00,0.00,2014-09-16,2014-09-22,1
20140909,MA,"5,136.10","3,001.07",0.00,0.00,0.00,0.00,2014-09-09,2014-09-15,1
20140902,MA,"5,472.93","2,664.24",0.00,0.00,0.00,0.00,2014-09-02,2014-09-08,1
20140826,MA,"5,472.93","2,664.24",0.00,0.00,0.00,0.00,2014-08-26,2014-09-01,1
20140819,MA,"5,472.93","2,664.24",0.00,0.00,0.00,0.00,2014-08-19,2014-08-25,1
20140812,MA,"4,515.65","3,621.52",0.00,0.00,0.00,0.00,2014-08-12,2014-08-18,1
20140805,MA,"4,515.65","3,621.52",0.00,0.00,0.00,0.00,2014-08-05,2014-08-11,1
20140729,MA,"5,689.85","2,447.32",0.00,0.00,0.00,0.00,2014-07-29,2014-08-04,1
20140722,MA,"5,689.85","2,447.32",0.00,0.00,0.00,0.00,2014-07-22,2014-07-28,1
20140715,MA,"5,565.93","2,571.24",0.00,0.00,0.00,0.00,2014-07-15,2014-07-21,1
20140708,MA,"5,744.81","2,392.36",0.00,0.00,0.00,0.00,2014-07-08,2014-07-14,1
20140701,MA,"4,783.81","3,353.36",0.00,0.00,0.00,0.00,2014-07-01,2014-07-07,1
20140624,MA,"6,585.70","1,551.47",0.00,0.00,0.00,0.00,2014-06-24,2014-06-30,1
20140617,MA,"6,870.16","1,267.01",0.00,0.00,0.00,0.00,2014-06-17,2014-06-23,1
20140610,MA,"6,870.16","1,267.01",0.00,0.00,0.00,0.00,2014-06-10,2014-06-16,1
20140603,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-06-03,2014-06-09,1
20140527,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-05-27,2014-06-02,1
20140520,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-05-20,2014-05-26,1
20140513,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-05-13,2014-05-19,1
20140506,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-05-06,2014-05-12,1
20140429,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-04-29,2014-05-05,1
20140422,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-04-22,2014-04-28,1
20140415,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-04-15,2014-04-21,1
20140408,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-04-08,2014-04-14,1
20140401,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2014-04-01,2014-04-07,1
20140325,MA,"7,394.98",742.19,0.00,0.00,0.00,0.00,2014-03-25,2014-03-31,1
20140318,MA,"7,394.98",742.19,0.00,0.00,0.00,0.00,2014-03-18,2014-03-24,1
20140311,MA,"7,394.98",742.19,0.00,0.00,0.00,0.00,2014-03-11,2014-03-17,1
20140304,MA,"7,394.98",742.19,0.00,0.00,0.00,0.00,2014-03-04,2014-03-10,1
20140225,MA,"7,394.98",742.19,0.00,0.00,0.00,0.00,2014-02-25,2014-03-03,1
20140218,MA,"5,362.53","2,774.64",0.00,0.00,0.00,0.00,2014-02-18,2014-02-24,1
20140211,MA,"3,905.11","4,232.06",0.00,0.00,0.00,0.00,2014-02-11,2014-02-17,1
20140204,MA,"4,383.50","3,753.67",0.00,0.00,0.00,0.00,2014-02-04,2014-02-10,1
20140128,MA,"4,383.50","3,753.67",0.00,0.00,0.00,0.00,2014-01-28,2014-02-03,1
20140121,MA,"4,383.50","3,753.67",0.00,0.00,0.00,0.00,2014-01-21,2014-01-27,1
20140114,MA,796.83,"7,340.34","1,988.57",0.00,0.00,0.00,2014-01-14,2014-01-20,1
20140107,MA,1.06,"8,136.11","4,398.43",0.00,0.00,0.00,2014-01-07,2014-01-13,1
20131231,MA,0.00,"8,137.17","4,398.43",0.00,0.00,0.00,2013-12-31,2014-01-06,1
20131224,MA,0.00,"8,137.17","4,919.57",0.00,0.00,0.00,2013-12-24,2013-12-30,1
20131217,MA,0.00,"8,137.17","4,919.57",0.00,0.00,0.00,2013-12-17,2013-12-23,1
20131210,MA,330.06,"7,807.11","4,919.57",0.00,0.00,0.00,2013-12-10,2013-12-16,1
20131203,MA,330.06,"7,807.11","4,919.57",0.00,0.00,0.00,2013-12-03,2013-12-09,1
20131126,MA,6.67,"8,130.50","4,919.57",0.00,0.00,0.00,2013-11-26,2013-12-02,1
20131119,MA,6.67,"8,130.50","4,919.57",0.00,0.00,0.00,2013-11-19,2013-11-25,1
20131112,MA,857.20,"7,279.97","4,604.55",0.00,0.00,0.00,2013-11-12,2013-11-18,1
20131105,MA,"2,326.26","5,810.91","3,638.74",0.00,0.00,0.00,2013-11-05,2013-11-11,1
20131029,MA,"2,303.09","5,834.08","3,638.74",0.00,0.00,0.00,2013-10-29,2013-11-04,1
20131022,MA,"3,635.41","4,501.76",0.00,0.00,0.00,0.00,2013-10-22,2013-10-28,1
20131015,MA,"3,635.41","4,501.76",0.00,0.00,0.00,0.00,2013-10-15,2013-10-21,1
20131008,MA,"5,186.89","2,950.28",0.00,0.00,0.00,0.00,2013-10-08,2013-10-14,1
20131001,MA,"5,186.89","2,950.28",0.00,0.00,0.00,0.00,2013-10-01,2013-10-07,1
20130924,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-09-24,2013-09-30,1
20130917,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-09-17,2013-09-23,1
20130910,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-09-10,2013-09-16,1
20130903,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-09-03,2013-09-09,1
20130827,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-08-27,2013-09-02,1
20130820,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-08-20,2013-08-26,1
20130813,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-08-13,2013-08-19,1
20130806,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-08-06,2013-08-12,1
20130730,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-07-30,2013-08-05,1
20130723,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-07-23,2013-07-29,1
20130716,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-07-16,2013-07-22,1
20130709,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-07-09,2013-07-15,1
20130702,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-07-02,2013-07-08,1
20130625,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-06-25,2013-07-01,1
20130618,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-06-18,2013-06-24,1
20130611,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-06-11,2013-06-17,1
20130604,MA,"3,739.92","4,397.25",118.03,0.00,0.00,0.00,2013-06-04,2013-06-10,1
20130528,MA,"1,691.40","6,445.77",118.03,0.00,0.00,0.00,2013-05-28,2013-06-03,1
20130521,MA,489.49,"7,647.68","3,655.24",0.00,0.00,0.00,2013-05-21,2013-05-27,1
20130514,MA,"1,026.77","7,110.40","3,655.24",0.00,0.00,0.00,2013-05-14,2013-05-20,1
20130507,MA,"1,025.82","7,111.35","3,655.24",0.00,0.00,0.00,2013-05-07,2013-05-13,1
20130430,MA,"2,452.41","5,684.76",0.00,0.00,0.00,0.00,2013-04-30,2013-05-06,1
20130423,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-04-23,2013-04-29,1
20130416,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-04-16,2013-04-22,1
20130409,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-04-09,2013-04-15,1
20130402,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-04-02,2013-04-08,1
20130326,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-03-26,2013-04-01,1
20130319,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-03-19,2013-03-25,1
20130312,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-03-12,2013-03-18,1
20130305,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-03-05,2013-03-11,1
20130226,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-02-26,2013-03-04,1
20130219,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-02-19,2013-02-25,1
20130212,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-02-12,2013-02-18,1
20130205,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-02-05,2013-02-11,1
20130129,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-01-29,2013-02-04,1
20130122,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-01-22,2013-01-28,1
20130115,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-01-15,2013-01-21,1
20130108,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-01-08,2013-01-14,1
20130101,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2013-01-01,2013-01-07,1
20121225,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121218,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-12-18,2012-12-24,1
20121211,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-12-11,2012-12-17,1
20121204,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-12-04,2012-12-10,1
20121127,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-11-27,2012-12-03,1
20121120,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-11-20,2012-11-26,1
20121113,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-11-13,2012-11-19,1
20121106,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-11-06,2012-11-12,1
20121030,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-10-30,2012-11-05,1
20121023,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-10-23,2012-10-29,1
20121016,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-10-16,2012-10-22,1
20121009,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-10-09,2012-10-15,1
20121002,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-10-02,2012-10-08,1
20120925,MA,"8,137.17",0.00,0.00,0.00,0.00,0.00,2012-09-25,2012-10-01,1
20120918,MA,140.12,"7,997.04",0.00,0.00,0.00,0.00,2012-09-18,2012-09-24,1
20120911,MA,114.67,"8,022.50",0.00,0.00,0.00,0.00,2012-09-11,2012-09-17,1
20120904,MA,114.67,"8,022.50",0.00,0.00,0.00,0.00,2012-09-04,2012-09-10,1
20120828,MA,119.86,"8,017.31","1,550.65",0.00,0.00,0.00,2012-08-28,2012-09-03,1
20120821,MA,96.59,"8,040.58","1,550.65",0.00,0.00,0.00,2012-08-21,2012-08-27,1
20120814,MA,10.30,"8,126.87","4,226.43",0.00,0.00,0.00,2012-08-14,2012-08-20,1
20120807,MA,9.17,"8,128.00","4,226.43",0.00,0.00,0.00,2012-08-07,2012-08-13,1
20120731,MA,9.17,"8,128.00","4,226.43",0.00,0.00,0.00,2012-07-31,2012-08-06,1
20120724,MA,9.17,"8,128.00","4,226.43",0.00,0.00,0.00,2012-07-24,2012-07-30,1
20120717,MA,163.67,"7,973.50","2,326.39",0.00,0.00,0.00,2012-07-17,2012-07-23,1
20120710,MA,"4,753.49","3,383.68",0.00,0.00,0.00,0.00,2012-07-10,2012-07-16,1
20120703,MA,"6,178.34","1,958.83",0.00,0.00,0.00,0.00,2012-07-03,2012-07-09,1
20120626,MA,"6,178.34","1,958.83",0.00,0.00,0.00,0.00,2012-06-26,2012-07-02,1
20120619,MA,"6,178.34","1,958.83",0.00,0.00,0.00,0.00,2012-06-19,2012-06-25,1
20120612,MA,"6,178.34","1,958.83",0.00,0.00,0.00,0.00,2012-06-12,2012-06-18,1
20120605,MA,"6,178.34","1,958.83",0.00,0.00,0.00,0.00,2012-06-05,2012-06-11,1
20120529,MA,664.59,"7,472.58","1,965.08",0.00,0.00,0.00,2012-05-29,2012-06-04,1
20120522,MA,664.59,"7,472.58","2,067.49",0.00,0.00,0.00,2012-05-22,2012-05-28,1
20120515,MA,611.21,"7,525.96","4,545.66",0.00,0.00,0.00,2012-05-15,2012-05-21,1
20120508,MA,0.00,"8,137.17","6,863.98","2,661.33",0.00,0.00,2012-05-08,2012-05-14,1
20120501,MA,0.00,"8,137.17","6,863.98","2,661.33",0.00,0.00,2012-05-01,2012-05-07,1
20120424,MA,0.00,"8,137.17","6,863.98","2,661.33",0.00,0.00,2012-04-24,2012-04-30,1
20120417,MA,0.00,"8,137.17","7,809.38","4,186.64",0.00,0.00,2012-04-17,2012-04-23,1
20120410,MA,0.00,"8,137.17","7,809.38","4,186.64",0.00,0.00,2012-04-10,2012-04-16,1
20120403,MA,0.00,"8,137.17","7,094.66",0.00,0.00,0.00,2012-04-03,2012-04-09,1
20120327,MA,546.20,"7,590.97","2,765.06",0.00,0.00,0.00,2012-03-27,2012-04-02,1
20120320,MA,899.86,"7,237.31","1,487.80",0.00,0.00,0.00,2012-03-20,2012-03-26,1
20120313,MA,"2,822.66","5,314.51",0.00,0.00,0.00,0.00,2012-03-13,2012-03-19,1
20120306,MA,"7,149.94",987.23,0.00,0.00,0.00,0.00,2012-03-06,2012-03-12,1
20120228,MA,"7,149.94",987.23,0.00,0.00,0.00,0.00,2012-02-28,2012-03-05,1
