MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200825,AK,"520,299.67","62,281.80","4,801.06",0.00,0.00,0.00,2020-08-25,2020-08-31,1
20200818,AK,"537,584.80","44,996.67",0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,1
20200811,AK,"537,584.80","44,996.67",0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200804,AK,"537,584.80","44,996.67",0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200728,AK,"552,029.80","30,551.67",0.00,0.00,0.00,0.00,2020-07-28,2020-08-03,1
20200721,AK,"552,029.80","30,551.67",0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,1
20200714,AK,"552,029.80","30,551.67",0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,1
20200707,AK,"550,076.85","32,504.62",0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,1
20200630,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200623,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200616,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200609,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200602,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200526,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200519,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200512,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200505,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200428,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200421,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200414,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200407,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200331,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200310,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,AK,"546,590.70","35,990.77",0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200225,AK,"546,590.70","35,990.77",0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,AK,"536,455.58","46,125.90",0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200211,AK,"526,074.18","56,507.29",0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,AK,"526,074.18","56,507.29",0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200128,AK,"526,074.18","56,507.29",0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,AK,"546,590.70","35,990.77",0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,AK,"546,590.70","35,990.77","4,836.49",0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200107,AK,"546,590.70","35,990.77","4,836.49",0.00,0.00,0.00,2020-01-07,2020-01-13,1
20191231,AK,"542,876.38","39,705.10","4,836.49",0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,AK,"542,876.38","39,705.10","4,836.49",0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,AK,"542,876.38","39,705.10","4,836.49",0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,AK,"538,762.66","43,818.81","4,836.49",0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,AK,"538,762.66","43,818.81","4,836.49",0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,AK,"531,161.80","51,419.67","4,836.49",0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191119,AK,"531,161.80","51,419.67","4,836.49",0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191112,AK,"526,039.56","56,541.92","23,067.55",0.00,0.00,0.00,2019-11-12,2019-11-18,1
20191105,AK,"526,039.56","56,541.92","23,067.55",0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,AK,"526,039.56","56,541.92","23,067.55","11,664.38",0.00,0.00,2019-10-29,2019-11-04,1
20191022,AK,"520,131.75","62,449.73","27,913.28","11,664.38",0.00,0.00,2019-10-22,2019-10-28,1
20191015,AK,"520,131.75","62,449.73","27,913.28","11,664.38",0.00,0.00,2019-10-15,2019-10-21,1
20191008,AK,"516,396.68","66,184.79","29,277.83","11,664.38","5,101.16",0.00,2019-10-08,2019-10-14,1
20191001,AK,"516,396.68","66,184.79","29,277.83","11,664.38","5,101.16",0.00,2019-10-01,2019-10-07,1
20190924,AK,"479,134.69","103,446.79","60,337.27","15,413.01","5,101.16",0.00,2019-09-24,2019-09-30,1
20190917,AK,"443,823.87","138,757.60","69,240.83","34,192.52","8,747.25",0.00,2019-09-17,2019-09-23,1
20190910,AK,"413,374.73","169,206.74","103,956.37","39,419.36","8,747.25",0.00,2019-09-10,2019-09-16,1
20190903,AK,"402,551.51","180,029.97","103,956.37","39,419.36","8,747.25",0.00,2019-09-03,2019-09-09,1
20190827,AK,"388,413.49","194,167.99","103,956.37","39,419.36","8,747.25",0.00,2019-08-27,2019-09-02,1
20190820,AK,"388,413.49","194,167.99","65,217.85","26,707.89","7,680.55",0.00,2019-08-20,2019-08-26,1
20190813,AK,"404,160.77","178,420.70","56,082.94","21,944.64","5,101.16",0.00,2019-08-13,2019-08-19,1
20190806,AK,"296,295.86","286,285.61","67,829.87","11,664.38","5,101.16",0.00,2019-08-06,2019-08-12,1
20190730,AK,"176,941.52","405,639.96","142,560.81","33,730.35","5,101.16",0.00,2019-07-30,2019-08-05,1
20190723,AK,"176,941.52","405,639.96","142,560.81","33,730.35","5,101.16",0.00,2019-07-23,2019-07-29,1
20190716,AK,"178,779.89","403,801.59","140,398.17","11,664.38","5,101.16",0.00,2019-07-16,2019-07-22,1
20190709,AK,"219,361.75","363,219.72","30,551.98","9,600.84","5,101.16",0.00,2019-07-09,2019-07-15,1
20190702,AK,"510,602.43","71,979.04","16,186.75","9,600.84","5,101.16",0.00,2019-07-02,2019-07-08,1
20190625,AK,"510,602.43","71,979.04","16,186.75","9,600.84","5,101.16",0.00,2019-06-25,2019-07-01,1
20190618,AK,"510,602.43","71,979.04","16,186.75","9,600.84","5,101.16",0.00,2019-06-18,2019-06-24,1
20190611,AK,"548,627.60","33,953.88","16,186.75","9,600.84","5,101.16",0.00,2019-06-11,2019-06-17,1
20190604,AK,"548,627.60","33,953.88","16,186.75","9,600.84","5,101.16",0.00,2019-06-04,2019-06-10,1
20190528,AK,"548,627.60","33,953.88","16,186.75","9,600.84","5,101.16",0.00,2019-05-28,2019-06-03,1
20190521,AK,"548,627.60","33,953.88","16,186.75","9,600.84","5,101.16",0.00,2019-05-21,2019-05-27,1
20190514,AK,"548,627.60","33,953.88","12,873.67","5,402.70",0.00,0.00,2019-05-14,2019-05-20,1
20190507,AK,"548,627.60","33,953.88","12,873.67","5,402.70",0.00,0.00,2019-05-07,2019-05-13,1
20190430,AK,"548,627.64","33,953.83","21,788.68","9,856.40",0.00,0.00,2019-04-30,2019-05-06,1
20190423,AK,"548,627.60","33,953.88","21,788.75","11,224.77",0.00,0.00,2019-04-23,2019-04-29,1
20190416,AK,"548,627.60","33,953.88","21,788.75","11,224.77",0.00,0.00,2019-04-16,2019-04-22,1
20190409,AK,"548,627.60","33,953.88","21,788.75","11,224.77",0.00,0.00,2019-04-09,2019-04-15,1
20190402,AK,"548,627.60","33,953.88","21,788.75","11,224.77",0.00,0.00,2019-04-02,2019-04-08,1
20190326,AK,"548,627.60","33,953.88","21,788.75","11,224.77",0.00,0.00,2019-03-26,2019-04-01,1
20190319,AK,"548,627.60","33,953.88","21,788.75","11,224.77",0.00,0.00,2019-03-19,2019-03-25,1
20190312,AK,"548,627.60","33,953.88","21,788.75","11,224.77",0.00,0.00,2019-03-12,2019-03-18,1
20190305,AK,"548,627.60","33,953.88","21,788.75","11,224.77",0.00,0.00,2019-03-05,2019-03-11,1
20190226,AK,"548,627.60","33,953.88","21,788.75","11,224.77",0.00,0.00,2019-02-26,2019-03-04,1
20190219,AK,"548,627.60","33,953.88","13,697.97","5,925.45",0.00,0.00,2019-02-19,2019-02-25,1
20190212,AK,"548,627.60","33,953.88","13,697.97","5,925.45",0.00,0.00,2019-02-12,2019-02-18,1
20190205,AK,"548,627.60","33,953.88","13,697.97","5,925.45",0.00,0.00,2019-02-05,2019-02-11,1
20190129,AK,"548,627.60","33,953.88","13,697.97","5,925.45",0.00,0.00,2019-01-29,2019-02-04,1
20190122,AK,"548,627.60","33,953.88","13,697.97","5,925.45",0.00,0.00,2019-01-22,2019-01-28,1
20190115,AK,"548,627.60","33,953.88","13,697.97","5,925.45",0.00,0.00,2019-01-15,2019-01-21,1
20190108,AK,"548,627.60","33,953.88","13,697.97","5,925.45",0.00,0.00,2019-01-08,2019-01-14,1
20190101,AK,"548,627.60","33,953.88","13,697.97","5,925.45",0.00,0.00,2019-01-01,2019-01-07,1
20181225,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-12-25,2018-12-31,1
20181218,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-12-18,2018-12-24,1
20181211,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-12-11,2018-12-17,1
20181204,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-12-04,2018-12-10,1
20181127,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-11-27,2018-12-03,1
20181120,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-11-20,2018-11-26,1
20181113,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-11-13,2018-11-19,1
20181106,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-11-06,2018-11-12,1
20181030,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-10-30,2018-11-05,1
20181023,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-10-23,2018-10-29,1
20181016,AK,"548,627.60","33,953.88","13,697.97","12,046.68",0.00,0.00,2018-10-16,2018-10-22,1
20181009,AK,"548,585.20","33,996.28","13,657.45","12,006.22",0.00,0.00,2018-10-09,2018-10-15,1
20181002,AK,"548,585.20","33,996.28","13,657.45","12,006.22",0.00,0.00,2018-10-02,2018-10-08,1
20180925,AK,"557,244.20","25,337.27","13,657.45","12,006.22",0.00,0.00,2018-09-25,2018-10-01,1
20180918,AK,"557,244.20","25,337.27","13,657.45",0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,AK,"557,244.20","25,337.27","13,657.45",0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,AK,"557,244.20","25,337.27","13,657.45",0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,AK,"557,244.20","25,337.27","13,657.45",0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,AK,"557,244.20","25,337.27","13,657.45",0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,AK,"549,360.30","33,221.17","13,657.45",0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,AK,"549,360.32","33,221.15","13,657.39",0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,AK,"549,360.32","33,221.15","13,657.39",0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,AK,"546,177.11","36,404.37","13,657.39",0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,AK,"546,177.11","36,404.37","13,657.39",0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,AK,"546,179.11","36,402.36",0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,AK,"546,179.07","36,402.41",0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,AK,"546,179.11","36,402.36",0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,AK,"546,179.11","36,402.36",0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,AK,"571,075.91","11,505.56",0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,AK,"571,075.91","11,505.56",0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,AK,"571,075.91","11,505.56",0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,AK,"571,075.91","11,505.56",0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,AK,"520,291.11","62,290.36",0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180508,AK,"520,291.25","62,290.22",0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180501,AK,"520,291.11","62,290.36",0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180424,AK,"520,291.25","62,290.22",0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180417,AK,"520,291.11","62,290.36","15,592.72",0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180410,AK,"520,291.11","62,290.36","15,592.72",0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180403,AK,"520,291.25","62,290.22","15,592.68",0.00,0.00,0.00,2018-04-03,2018-04-09,1
20180327,AK,"461,215.23","121,366.24","15,592.72",0.00,0.00,0.00,2018-03-27,2018-04-02,1
20180320,AK,"461,215.23","121,366.24","15,592.72",0.00,0.00,0.00,2018-03-20,2018-03-26,1
20180313,AK,"427,561.46","155,020.02","15,592.72",0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,AK,"427,561.46","155,020.02","15,592.72",0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,AK,"427,561.45","155,020.02",0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,AK,"427,561.46","155,020.02",0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,AK,"427,561.45","155,020.02",0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,AK,"427,561.46","155,020.02",0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,AK,"374,569.25","208,012.23",0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,1
20180102,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20171226,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,AK,"580,568.96","2,012.52",0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,AK,"535,204.56","47,376.92",0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,AK,"520,816.62","61,764.86",0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,AK,"520,816.62","61,764.86",0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,AK,"520,816.62","61,764.86",0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,AK,"394,159.88","188,421.59","4,024.74",0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,AK,"354,582.47","227,999.01","38,882.57",0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,AK,"357,018.10","225,563.37","38,882.57",0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,AK,"348,664.06","233,917.42","38,882.57",0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,AK,"401,899.22","180,682.26","34,857.82",0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,AK,"401,899.22","180,682.26","34,857.82",0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,AK,"401,899.37","180,682.10","34,857.80",0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,AK,"364,605.39","217,976.09","47,101.46",0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,AK,"386,041.93","196,539.55","33,832.07",0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,AK,"386,042.13","196,539.34","33,832.08",0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,AK,"390,268.49","192,312.98",0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,AK,"390,268.49","192,312.98",0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,AK,"390,268.25","192,313.22",0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,AK,"390,268.25","192,313.22",0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,AK,"390,268.25","192,313.22",0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,AK,"390,268.25","192,313.22",0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,AK,"390,268.49","192,312.98",0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,AK,"401,086.53","181,494.94",0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,AK,"401,086.24","181,495.23",0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,AK,"401,086.53","181,494.94",0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,AK,"401,086.53","181,494.94",0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,AK,"401,086.53","181,494.94",0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,AK,"401,086.53","181,494.94",0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,AK,"376,874.36","205,707.11",0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,AK,"396,229.68","186,351.79",0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,AK,"519,337.45","63,244.03",0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,AK,"519,337.45","63,244.03",0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,AK,"519,337.45","63,244.03",0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20161220,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2016-12-20,2016-12-26,1
20161213,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2016-12-13,2016-12-19,1
20161206,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2016-12-06,2016-12-12,1
20161129,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2016-11-29,2016-12-05,1
20161122,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2016-11-22,2016-11-28,1
20161115,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2016-11-15,2016-11-21,1
20161108,AK,"530,666.17","51,915.31",0.00,0.00,0.00,0.00,2016-11-08,2016-11-14,1
20161101,AK,"522,963.90","59,617.58",0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,1
20161025,AK,"522,963.90","59,617.58",0.00,0.00,0.00,0.00,2016-10-25,2016-10-31,1
20161018,AK,"522,963.90","59,617.58",0.00,0.00,0.00,0.00,2016-10-18,2016-10-24,1
20161011,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2016-10-11,2016-10-17,1
20161004,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2016-10-04,2016-10-10,1
20160927,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2016-09-27,2016-10-03,1
20160920,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2016-09-20,2016-09-26,1
20160913,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2016-09-13,2016-09-19,1
20160906,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2016-09-06,2016-09-12,1
20160830,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05,1
20160823,AK,"582,581.47",0.00,0.00,0.00,0.00,0.00,2016-08-23,2016-08-29,1
20160816,AK,"475,804.68","106,776.80",0.00,0.00,0.00,0.00,2016-08-16,2016-08-22,1
20160809,AK,"475,804.68","106,776.80",0.00,0.00,0.00,0.00,2016-08-09,2016-08-15,1
20160802,AK,"457,411.87","125,169.60",0.00,0.00,0.00,0.00,2016-08-02,2016-08-08,1
20160726,AK,"457,411.87","125,169.60",0.00,0.00,0.00,0.00,2016-07-26,2016-08-01,1
20160719,AK,"416,772.77","165,808.70",0.00,0.00,0.00,0.00,2016-07-19,2016-07-25,1
20160712,AK,"452,496.45","130,085.02",0.00,0.00,0.00,0.00,2016-07-12,2016-07-18,1
20160705,AK,"452,496.45","130,085.02",0.00,0.00,0.00,0.00,2016-07-05,2016-07-11,1
20160628,AK,"424,591.39","157,990.08",0.00,0.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,AK,"424,591.39","157,990.08",0.00,0.00,0.00,0.00,2016-06-21,2016-06-27,1
20160614,AK,"486,939.00","95,642.48",0.00,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,AK,"486,939.00","95,642.48",0.00,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,AK,"486,939.00","95,642.48",0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,AK,"486,939.00","95,642.48",0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,AK,"450,782.65","131,798.83",0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,AK,"450,782.65","131,798.83",0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,AK,"450,782.65","131,798.83",0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,AK,"450,782.65","131,798.83",0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,AK,"450,782.65","131,798.83",0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,AK,"450,782.65","131,798.83",0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,AK,"489,286.72","93,294.75",0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,AK,"489,286.72","93,294.75",0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,AK,"489,286.72","93,294.75",0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,AK,"489,286.72","93,294.75",0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,AK,"523,075.97","59,505.50",0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,AK,"449,509.73","133,071.75",0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,AK,"449,509.73","133,071.75",0.00,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,AK,"449,509.73","133,071.75",0.00,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,AK,"449,509.73","133,071.75",0.00,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,AK,"449,509.64","133,071.84",0.00,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,AK,"449,509.55","133,071.93",0.00,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,AK,"437,580.67","145,000.80",0.00,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,AK,"430,151.67","152,429.81",0.00,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,AK,"334,696.06","247,885.42","20,863.49",0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,AK,"334,696.06","247,885.42","20,863.49",0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,AK,"247,628.65","334,952.82","57,681.08",0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,AK,"230,787.54","351,793.94","57,685.88",0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150901,AK,"169,743.74","412,837.74","103,390.07",0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150825,AK,"168,519.03","414,062.44","116,833.81",0.00,0.00,0.00,2015-08-25,2015-08-31,1
