Commod_dsc,lon,lat,State,Area_ha,code,region,annual_temp,annual_rain,annual_solar,area,businesses,yield
grapes wine,115.080998061397,-33.7201410944896,WA,4.63361,501011003,Busselton Region,16.4225006103516,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.51737101459,-33.718943930038,WA,4.18715,501011003,Busselton Region,16.4512500762939,878.63232421875,18.1316795349121,2616.86,105.25,7.22
grapes wine,115.123990800509,-33.7025876340564,WA,3.92408,501011003,Busselton Region,16.5754203796387,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.124484925747,-33.6979447166308,WA,1.71492,501011003,Busselton Region,16.6574993133545,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.126420084339,-33.6965137436005,WA,1.47453,501011003,Busselton Region,16.7975006103516,947.716674804688,18.0842990875244,2616.86,105.25,7.22
grapes wine,115.131822274846,-33.6942427681972,WA,3.06296,501011003,Busselton Region,16.7975006103516,947.716674804688,18.0842990875244,2616.86,105.25,7.22
grapes wine,115.125576050933,-33.686450057851,WA,7.54963,501011003,Busselton Region,16.7975006103516,947.716674804688,18.0842990875244,2616.86,105.25,7.22
grapes wine,115.033801953683,-33.6833060334251,WA,2.70597,501011003,Busselton Region,16.6783294677734,965.177429199219,18.1091899871826,2616.86,105.25,7.22
grapes wine,115.706950705518,-33.670049172819,WA,5.07144,501021007,Capel,16.2337493896484,906.490417480469,17.9881191253662,8.54,2.22,11.3
grapes wine,115.70688122906,-33.6667896824826,WA,6.19365,501021007,Capel,16.2337493896484,906.490417480469,17.9881191253662,8.54,2.22,11.3
grapes wine,115.104708122688,-33.6658235246516,WA,2.15517,501011003,Busselton Region,16.6079196929932,934.544982910156,18.2697105407715,2616.86,105.25,7.22
grapes wine,115.889999369016,-33.6105116935389,WA,3.02616,501031018,Donnybrook - Balingup,16.007080078125,907.010009765625,18.0001792907715,115.07,5.53,6.46
grapes wine,115.851104058331,-33.5951453439607,WA,6.89156,501031018,Donnybrook - Balingup,16.1800003051758,923.028381347656,18.0145797729492,115.07,5.53,6.46
grapes wine,115.874718300113,-33.5938812036101,WA,0.516062,501031018,Donnybrook - Balingup,16.1800003051758,923.028381347656,18.0001792907715,115.07,5.53,6.46
grapes wine,115.874704379516,-33.5927918502669,WA,0.408026,501031018,Donnybrook - Balingup,16.1800003051758,923.028381347656,18.0001792907715,115.07,5.53,6.46
grapes wine,115.851136703475,-33.5912178807359,WA,6.18975,501031018,Donnybrook - Balingup,16.1800003051758,923.028381347656,18.0145797729492,115.07,5.53,6.46
grapes wine,115.848541749242,-33.5904296315726,WA,17.7005,501031018,Donnybrook - Balingup,16.444580078125,923.028381347656,18.0145797729492,115.07,5.53,6.46
grapes wine,115.562279245047,-33.4923626884649,WA,2.00075,501021007,Capel,16.9166698455811,845.092712402344,18.5354995727539,8.54,2.22,11.3
grapes wine,115.881126677071,-33.4220936294385,WA,0.127027,501021010,Dardanup,16.0158290863037,1053.98803710938,18.1439208984375,166.59,4.46,5.58
grapes wine,115.880056492065,-33.4218118345858,WA,0.835784,501021010,Dardanup,16.0158290863037,1053.98803710938,18.1439208984375,166.59,4.46,5.58
grapes wine,115.878830529114,-33.4207277061744,WA,0.338223,501021010,Dardanup,16.0158290863037,1053.98803710938,18.1439208984375,166.59,4.46,5.58
grapes wine,115.820963566896,-33.4045443610383,WA,0.556267,501021010,Dardanup,16.8174991607666,929.132385253906,18.2980308532715,166.59,4.46,5.58
grapes wine,115.862547548063,-33.4002241163324,WA,0.750317,501021010,Dardanup,16.6774997711182,1007.28302001953,18.1919002532959,166.59,4.46,5.58
grapes wine,115.876864061327,-33.1372495162514,WA,0.34647,501021014,Harvey,17.336669921875,1030.22094726562,18.3639698028564,67.17,10.15,5.15
grapes wine,115.728941552395,-33.1095517479174,WA,0.787362,501021014,Harvey,17.4241695404053,941.489196777344,18.7834396362305,67.17,10.15,5.15
grapes wine,115.886025060114,-33.0579065504963,WA,0.079325,501021014,Harvey,17.3604202270508,994.329284667969,18.4148292541504,67.17,10.15,5.15
grapes wine,115.885467642976,-33.0586227131285,WA,2.82043,501021014,Harvey,17.3604202270508,994.329284667969,18.4148292541504,67.17,10.15,5.15
grapes wine,116.12286641861,-33.9715159185594,WA,0.181301,501031017,Bridgetown - Boyup Brook,15.4554195404053,862.501281738281,17.5075798034668,152.91,6.74,8.22
grapes wine,115.847020975787,-33.5955200017759,WA,3.58927,501031018,Donnybrook - Balingup,16.444580078125,923.028381347656,18.0145797729492,115.07,5.53,6.46
grapes wine,115.849911966356,-33.5923856661677,WA,1.72185,501031018,Donnybrook - Balingup,16.444580078125,923.028381347656,18.0145797729492,115.07,5.53,6.46
grapes wine,115.887133049917,-33.0591439179499,WA,1.74901,501021014,Harvey,17.3604202270508,994.329284667969,18.4148292541504,67.17,10.15,5.15
grapes wine,115.140030273488,-33.905244713953,WA,1.58488,501011001,Augusta,16.3458309173584,1077.0009765625,17.6429405212402,1819.37,67.77,5.82
grapes wine,115.047765791056,-33.7944235584297,WA,1.15043,501011003,Busselton Region,16.6749992370605,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.046302513029,-33.7923971331363,WA,3.54343,501011003,Busselton Region,16.6749992370605,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.040758512029,-33.7869702360149,WA,2.92247,501011003,Busselton Region,16.6749992370605,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.03921403142,-33.786954541517,WA,2.84477,501011003,Busselton Region,16.6749992370605,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.042717521512,-33.7869508198232,WA,4.72499,501011003,Busselton Region,16.6749992370605,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.153086692584,-33.7509814853512,WA,0.646756,501011003,Busselton Region,16.5420799255371,981.507385253906,18.0122890472412,2616.86,105.25,7.22
grapes wine,115.624018403316,-33.5000040212288,WA,0.827442,501021007,Capel,16.8162498474121,855.923278808594,18.4976196289062,8.54,2.22,11.3
grapes wine,115.172780462285,-33.9751318165625,WA,0.388387,501011001,Augusta,16.3733291625977,1106.21496582031,17.4014701843262,1819.37,67.77,5.82
grapes wine,115.235299475545,-33.9218766643716,WA,0.65805,501011001,Augusta,16.3624992370605,1047.06896972656,17.5832996368408,1819.37,67.77,5.82
grapes wine,115.871955693324,-33.8671000650613,WA,0.179402,501031020,Pemberton,16.0116691589355,931.522583007812,17.6055107116699,468.73,18.53,7.6
grapes wine,115.086551520553,-33.671009378796,WA,0.61011,501011003,Busselton Region,16.3075008392334,934.544982910156,18.2697105407715,2616.86,105.25,7.22
grapes wine,115.843935405329,-33.6032769217247,WA,1.42291,501031018,Donnybrook - Balingup,16.1333293914795,923.028381347656,18.0145797729492,115.07,5.53,6.46
grapes wine,115.83021778039,-33.4384091137517,WA,0.118127,501021010,Dardanup,16.3775005340576,955.821228027344,18.1262493133545,166.59,4.46,5.58
grapes wine,117.309006307099,-34.9836975057201,WA,4.02737,509011228,Denmark,15.3095798492432,1081.10205078125,15.9884004592896,23.23,3.67,2.53
grapes wine,117.310766260357,-34.9832794179865,WA,2.68779,509011228,Denmark,15.3095798492432,1081.10205078125,15.9884004592896,23.23,3.67,2.53
grapes wine,117.298953364987,-34.9584680519635,WA,2.83729,509011228,Denmark,14.71875,1042.03796386719,15.9242000579834,23.23,3.67,2.53
grapes wine,117.337032656735,-34.9321679642071,WA,3.35266,509011228,Denmark,15.1158304214478,995.827514648438,15.9254198074341,23.23,3.67,2.53
grapes wine,117.345312313586,-34.9266265421874,WA,0.258023,509011228,Denmark,15.1158304214478,995.827514648438,15.9254198074341,23.23,3.67,2.53
grapes wine,117.344460326528,-34.9261699092164,WA,0.365249,509011228,Denmark,15.1158304214478,995.827514648438,15.9254198074341,23.23,3.67,2.53
grapes wine,117.086854225415,-34.5329181751751,WA,2.2294,509011234,Plantagenet,14.8741703033447,739.408386230469,16.6213493347168,820.61,15.56,5.34
grapes wine,117.095431110739,-34.5288924205839,WA,9.75503,509011234,Plantagenet,14.8741703033447,739.408386230469,16.6213493347168,820.61,15.56,5.34
grapes wine,116.163614861149,-34.5168077261006,WA,2.07047,501031020,Pemberton,15.1912498474121,1099.74694824219,16.5104904174805,468.73,18.53,7.6
grapes wine,116.996944915497,-34.4491764085361,WA,3.71649,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.996440201242,-34.4479196673699,WA,4.9684,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.99539533156,-34.4465834211259,WA,3.48892,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.999241313487,-34.4459958647475,WA,3.33361,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.99489610984,-34.4455054290074,WA,1.79808,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.992825810722,-34.4428100957298,WA,4.46739,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.997130905522,-34.4430346622887,WA,4.61109,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.990980722519,-34.4420563588001,WA,2.7239,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.99303289855,-34.4412596371951,WA,0.795613,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.996007408636,-34.441716401862,WA,4.49688,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.995085704699,-34.4405512214498,WA,1.58528,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,116.988645196247,-34.4381032620625,WA,0.992131,509011231,Kojonup,15.1754198074341,685.311584472656,16.8699893951416,1023.23,11.22,6.61
grapes wine,115.991836982447,-34.4199221534137,WA,1.41444,501031020,Pemberton,15.2220802307129,1171.88598632812,16.6267509460449,468.73,18.53,7.6
grapes wine,115.99104836311,-34.4195885551288,WA,1.73171,501031020,Pemberton,15.2220802307129,1171.88598632812,16.6267509460449,468.73,18.53,7.6
grapes wine,115.905182810484,-34.4142272561639,WA,0.622893,501031020,Pemberton,15.366250038147,1194.30700683594,16.5401191711426,468.73,18.53,7.6
grapes wine,115.924402848853,-34.4111147918889,WA,3.02751,501031020,Pemberton,15.366250038147,1194.30700683594,16.5401191711426,468.73,18.53,7.6
grapes wine,115.915494565993,-34.4107212675433,WA,4.93639,501031020,Pemberton,15.366250038147,1194.30700683594,16.5401191711426,468.73,18.53,7.6
grapes wine,115.919710423827,-34.4086624494155,WA,3.35308,501031020,Pemberton,15.366250038147,1194.30700683594,16.5401191711426,468.73,18.53,7.6
grapes wine,115.933112122445,-34.407961564965,WA,7.16302,501031020,Pemberton,15.180419921875,1205.79504394531,16.5852508544922,468.73,18.53,7.6
grapes wine,115.924244971529,-34.4081391649383,WA,11.4502,501031020,Pemberton,15.366250038147,1194.30700683594,16.5401191711426,468.73,18.53,7.6
grapes wine,115.929791089712,-34.4071287058131,WA,12.8832,501031020,Pemberton,15.180419921875,1205.79504394531,16.5852508544922,468.73,18.53,7.6
grapes wine,115.966957136279,-34.3936075074923,WA,14.2579,501031020,Pemberton,15.053750038147,1205.79504394531,16.5852508544922,468.73,18.53,7.6
grapes wine,116.991378505622,-34.3551294815134,WA,1.79968,509011231,Kojonup,15.2820796966553,628.047119140625,17.086389541626,1023.23,11.22,6.61
grapes wine,116.987547909637,-34.3523019262111,WA,1.07598,509011231,Kojonup,15.2820796966553,628.047119140625,17.086389541626,1023.23,11.22,6.61
grapes wine,116.371576309704,-34.3181502205746,WA,1.36066,501031020,Pemberton,15.0445804595947,831.687377929688,16.860179901123,468.73,18.53,7.6
grapes wine,116.371256699032,-34.316813285625,WA,0.578683,501031020,Pemberton,15.0445804595947,831.687377929688,16.860179901123,468.73,18.53,7.6
grapes wine,115.139458836295,-34.3158124361977,WA,7.52728,501011001,Augusta,16.6933307647705,1112.67102050781,17.1019706726074,1819.37,67.77,5.82
grapes wine,116.029940452644,-34.2346587909227,WA,0.40383,501031020,Pemberton,14.484169960022,1063.76794433594,16.9466304779053,468.73,18.53,7.6
grapes wine,115.149839229994,-34.2275048560476,WA,5.49436,501011001,Augusta,16.6441707611084,1110.70495605469,17.1055603027344,1819.37,67.77,5.82
grapes wine,116.076436012299,-34.2267843022772,WA,7.39109,501031019,Manjimup,14.6845798492432,1019.6240234375,16.9764804840088,100.6,5.95,5.75
grapes wine,116.234006951325,-34.2140116478538,WA,2.42957,501031019,Manjimup,14.8204202651978,853.6708984375,17.0500297546387,100.6,5.95,5.75
grapes wine,116.23336608331,-34.212487976138,WA,3.7671,501031019,Manjimup,14.8204202651978,853.6708984375,17.0500297546387,100.6,5.95,5.75
grapes wine,116.230226774635,-34.2110536338003,WA,7.577,501031019,Manjimup,14.8204202651978,853.6708984375,17.0500297546387,100.6,5.95,5.75
grapes wine,116.231479454252,-34.2091850989164,WA,10.2287,501031019,Manjimup,14.8204202651978,853.6708984375,17.0500297546387,100.6,5.95,5.75
grapes wine,115.244152297803,-34.206812306612,WA,2.37297,501011001,Augusta,16.7737503051758,1066.40698242188,17.0547103881836,1819.37,67.77,5.82
grapes wine,115.243353462971,-34.2058515763599,WA,3.57918,501011001,Augusta,16.7737503051758,1066.40698242188,17.0547103881836,1819.37,67.77,5.82
grapes wine,115.151199329083,-34.202225994601,WA,7.01809,501011001,Augusta,16.7383308410645,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.149603272193,-34.2006919307078,WA,0.54727,501011001,Augusta,16.6324996948242,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.153668957126,-34.2002194443021,WA,1.0277,501011001,Augusta,16.7383308410645,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.148546459479,-34.1995060435896,WA,1.46624,501011001,Augusta,16.5604190826416,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.157979776226,-34.1985121766915,WA,0.341254,501011001,Augusta,16.7104206085205,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.150723441467,-34.198106666646,WA,1.74757,501011001,Augusta,16.7104206085205,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.142833212315,-34.1982178392474,WA,1.13925,501011001,Augusta,16.5604190826416,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.147216971449,-34.1993360852674,WA,5.47034,501011001,Augusta,16.5604190826416,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.159511442464,-34.1984895386463,WA,5.2773,501011001,Augusta,16.7104206085205,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.156173229947,-34.1965204202213,WA,5.2739,501011001,Augusta,16.7104206085205,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.160381120432,-34.1965937417962,WA,3.3826,501011001,Augusta,16.7104206085205,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.160886643709,-34.1925198579568,WA,3.94963,501011001,Augusta,16.7104206085205,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.161220462234,-34.191332443599,WA,3.2561,501011001,Augusta,16.7104206085205,1099.29504394531,17.1144008636475,1819.37,67.77,5.82
grapes wine,115.100948245646,-34.18444549884,WA,0.671671,501011001,Augusta,16.6712493896484,1122.61206054688,17.1250801086426,1819.37,67.77,5.82
grapes wine,115.084985863325,-34.1817275351937,WA,1.54912,501011001,Augusta,16.6949996948242,1122.61206054688,17.1250801086426,1819.37,67.77,5.82
grapes wine,115.101042802347,-34.1735829560111,WA,23.7115,501011001,Augusta,16.5441703796387,1115.25598144531,17.1250801086426,1819.37,67.77,5.82
grapes wine,115.214880458712,-34.1399845642011,WA,1.465,501011001,Augusta,16.7654209136963,1071.67700195312,17.1036605834961,1819.37,67.77,5.82
grapes wine,115.209735087774,-34.1404469256447,WA,6.76534,501011001,Augusta,16.7654209136963,1071.67700195312,17.1036605834961,1819.37,67.77,5.82
grapes wine,115.141610121152,-34.0715142120548,WA,2.33403,501011001,Augusta,16.4704208374023,1095.47705078125,17.2915992736816,1819.37,67.77,5.82
grapes wine,115.167736504088,-34.0678274038417,WA,4.22335,501011001,Augusta,16.6108303070068,1095.47705078125,17.2915992736816,1819.37,67.77,5.82
grapes wine,115.171047538192,-34.0689523545394,WA,11.3284,501011001,Augusta,16.6108303070068,1095.47705078125,17.2915992736816,1819.37,67.77,5.82
grapes wine,115.14932164464,-34.0660147305763,WA,11.0485,501011001,Augusta,16.4704208374023,1095.47705078125,17.2915992736816,1819.37,67.77,5.82
grapes wine,115.142599710777,-34.0665921916354,WA,21.0406,501011001,Augusta,16.4704208374023,1095.47705078125,17.2915992736816,1819.37,67.77,5.82
grapes wine,115.210893334669,-34.0162190459422,WA,1.1593,501011001,Augusta,16.6170806884766,1074.3330078125,17.3532695770264,1819.37,67.77,5.82
grapes wine,115.210480121431,-34.0146203105633,WA,2.37355,501011001,Augusta,16.6170806884766,1074.3330078125,17.3532695770264,1819.37,67.77,5.82
grapes wine,116.170666204729,-33.9963201645321,WA,7.15968,501031017,Bridgetown - Boyup Brook,15.203330039978,815.199523925781,17.4381694793701,152.91,6.74,8.22
grapes wine,115.086918959289,-33.9943339352475,WA,16.8185,501011004,Margaret River,16.4958305358887,1104.00598144531,17.4409503936768,367.51,5.52,5.84
grapes wine,116.140012832445,-33.9774272257498,WA,0.336459,501031017,Bridgetown - Boyup Brook,15.2591695785522,815.199523925781,17.4381694793701,152.91,6.74,8.22
grapes wine,116.205192778394,-33.9065574354815,WA,2.31822,501031017,Bridgetown - Boyup Brook,14.8566703796387,785.919189453125,17.5798492431641,152.91,6.74,8.22
grapes wine,115.161234520033,-33.8508147179729,WA,5.37063,501011001,Augusta,16.3720798492432,1049.71704101562,17.8114109039307,1819.37,67.77,5.82
grapes wine,115.03742191995,-33.8124298079356,WA,0.818017,501011003,Busselton Region,16.6237506866455,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.03606208764,-33.8117755229533,WA,3.07668,501011003,Busselton Region,16.6237506866455,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.04841771816,-33.809480435008,WA,1.08578,501011003,Busselton Region,16.6237506866455,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.104184636918,-33.808585805884,WA,49.1962,501011003,Busselton Region,16.3441696166992,1044.64196777344,17.9356899261475,2616.86,105.25,7.22
grapes wine,115.072632878177,-33.7894983247239,WA,2.19207,501011003,Busselton Region,16.5650005340576,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.074162654037,-33.7882789850331,WA,3.89481,501011003,Busselton Region,16.5650005340576,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.060585229206,-33.7887949458296,WA,8.11245,501011003,Busselton Region,16.5650005340576,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.078597659251,-33.7873426944366,WA,2.53759,501011003,Busselton Region,16.3837509155273,1044.64196777344,17.9356899261475,2616.86,105.25,7.22
grapes wine,115.074416014335,-33.7870183469393,WA,3.37969,501011003,Busselton Region,16.5650005340576,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.057617678311,-33.787158104625,WA,2.2362,501011003,Busselton Region,16.5650005340576,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.209685158612,-33.7839588047104,WA,3.36604,501011003,Busselton Region,16.4629192352295,1004.18499755859,17.9364700317383,2616.86,105.25,7.22
grapes wine,115.038612802549,-33.7828094482617,WA,3.04692,501011003,Busselton Region,16.6749992370605,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.048592171044,-33.780218190578,WA,1.83607,501011003,Busselton Region,16.6749992370605,1030.60998535156,17.9382801055908,2616.86,105.25,7.22
grapes wine,115.160843353811,-33.7786208936748,WA,0.836839,501011003,Busselton Region,16.5699996948242,1016.49200439453,17.9370899200439,2616.86,105.25,7.22
grapes wine,115.252249118004,-33.773641397159,WA,2.96707,501011003,Busselton Region,16.5674991607666,940.146728515625,17.9186191558838,2616.86,105.25,7.22
grapes wine,115.24867566289,-33.7732242001267,WA,5.70094,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9186191558838,2616.86,105.25,7.22
grapes wine,115.245130724412,-33.7723728296038,WA,2.12311,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.245218091751,-33.7714490357706,WA,2.65654,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.249663379781,-33.7697235976196,WA,29.4738,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.180323037586,-33.7645465254161,WA,2.81995,501011003,Busselton Region,16.6308307647705,962.256591796875,17.9950103759766,2616.86,105.25,7.22
grapes wine,115.249952166045,-33.7653854656935,WA,22.5189,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.097430148701,-33.7631697509618,WA,2.15671,501011003,Busselton Region,16.5254192352295,995.148071289062,18.0478992462158,2616.86,105.25,7.22
grapes wine,115.254735603772,-33.7604497357755,WA,10.5705,501011003,Busselton Region,16.5674991607666,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.047594492622,-33.7572547484047,WA,0.931149,501011003,Busselton Region,16.6758308410645,1012.31402587891,18.0362205505371,2616.86,105.25,7.22
grapes wine,115.241111267957,-33.7574136192349,WA,7.44382,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.241795856204,-33.7564994140618,WA,4.23513,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.237525367206,-33.7555006068926,WA,0.914127,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.241731755527,-33.7555977746838,WA,4.62247,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.242459385554,-33.7545707362024,WA,3.90628,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.237584925652,-33.7541673083891,WA,3.9685,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.237044045346,-33.7525299411017,WA,6.00794,501011003,Busselton Region,16.5799999237061,940.146728515625,17.9856491088867,2616.86,105.25,7.22
grapes wine,115.04474293473,-33.7528884837238,WA,3.05124,501011003,Busselton Region,16.6758308410645,1012.31402587891,18.0362205505371,2616.86,105.25,7.22
grapes wine,115.151257963114,-33.7513474489454,WA,2.56487,501011003,Busselton Region,16.5420799255371,981.507385253906,18.0122890472412,2616.86,105.25,7.22
grapes wine,115.13522096598,-33.7423407136294,WA,0.22557,501011003,Busselton Region,16.6545791625977,981.507385253906,18.0122890472412,2616.86,105.25,7.22
grapes wine,115.136155460659,-33.7412089911839,WA,2.08667,501011003,Busselton Region,16.6545791625977,981.507385253906,18.0122890472412,2616.86,105.25,7.22
grapes wine,115.134139640092,-33.7400775803661,WA,2.50825,501011003,Busselton Region,16.6545791625977,981.507385253906,18.0122890472412,2616.86,105.25,7.22
grapes wine,115.136711522472,-33.7381211697456,WA,7.14552,501011003,Busselton Region,16.6545791625977,981.507385253906,18.0122890472412,2616.86,105.25,7.22
grapes wine,115.082415508646,-33.7280922090078,WA,4.25373,501011003,Busselton Region,16.5008296966553,995.148071289062,18.0478992462158,2616.86,105.25,7.22
grapes wine,115.054622960303,-33.7267012501897,WA,1.39069,501011003,Busselton Region,16.5445804595947,1012.31402587891,18.0362205505371,2616.86,105.25,7.22
grapes wine,115.077689648046,-33.7211634667911,WA,1.67614,501011003,Busselton Region,16.4225006103516,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.071607479527,-33.7209736338056,WA,1.90494,501011003,Busselton Region,16.4633293151855,965.177429199219,18.1091899871826,2616.86,105.25,7.22
grapes wine,115.076417660751,-33.720783461941,WA,1.16081,501011003,Busselton Region,16.4225006103516,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.07687184864,-33.7198490408713,WA,2.40669,501011003,Busselton Region,16.4225006103516,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.073542777397,-33.7189723181461,WA,2.64997,501011003,Busselton Region,16.4633293151855,965.177429199219,18.1091899871826,2616.86,105.25,7.22
grapes wine,115.071977857223,-33.7175038777486,WA,0.496456,501011003,Busselton Region,16.4633293151855,965.177429199219,18.1091899871826,2616.86,105.25,7.22
grapes wine,115.073698839525,-33.716941390453,WA,2.14001,501011003,Busselton Region,16.4633293151855,965.177429199219,18.1091899871826,2616.86,105.25,7.22
grapes wine,115.076216092657,-33.7105051881245,WA,1.50976,501011003,Busselton Region,16.4225006103516,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.912491066774,-33.7083241837299,WA,2.10484,501031018,Donnybrook - Balingup,15.4904203414917,940.851318359375,17.8753795623779,115.07,5.53,6.46
grapes wine,115.912445364402,-33.7069603829662,WA,1.70382,501031018,Donnybrook - Balingup,15.4904203414917,940.851318359375,17.8753795623779,115.07,5.53,6.46
grapes wine,115.127642488381,-33.6973837632964,WA,2.7069,501011003,Busselton Region,16.7975006103516,947.716674804688,18.0842990875244,2616.86,105.25,7.22
grapes wine,115.054161673773,-33.6964544149843,WA,2.72035,501011003,Busselton Region,16.5599994659424,965.177429199219,18.1091899871826,2616.86,105.25,7.22
grapes wine,115.05811892259,-33.6952970077901,WA,7.84706,501011003,Busselton Region,16.5599994659424,965.177429199219,18.1091899871826,2616.86,105.25,7.22
grapes wine,115.054891967235,-33.6949793518788,WA,3.18815,501011003,Busselton Region,16.5599994659424,965.177429199219,18.1091899871826,2616.86,105.25,7.22
grapes wine,115.925677860984,-33.6949915227721,WA,3.49598,501031018,Donnybrook - Balingup,15.4925003051758,924.649780273438,17.8271808624268,115.07,5.53,6.46
grapes wine,115.924215133017,-33.6934521163381,WA,1.86716,501031018,Donnybrook - Balingup,15.4458303451538,940.851318359375,17.8753795623779,115.07,5.53,6.46
grapes wine,115.875463746867,-33.6859731537291,WA,1.80683,501031018,Donnybrook - Balingup,15.404580116272,940.851318359375,17.8753795623779,115.07,5.53,6.46
grapes wine,115.024639049941,-33.682282418669,WA,0.726131,501011003,Busselton Region,16.6387500762939,998.915710449219,18.2297592163086,2616.86,105.25,7.22
grapes wine,115.085602477713,-33.6797188285465,WA,0.258699,501011003,Busselton Region,16.4641704559326,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.083555274569,-33.6794252960527,WA,0.22458,501011003,Busselton Region,16.4641704559326,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.114472267035,-33.6768649992576,WA,0.190986,501011003,Busselton Region,16.6574993133545,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.112909467732,-33.6765820867635,WA,0.31251,501011003,Busselton Region,16.6574993133545,967.185729980469,18.0841007232666,2616.86,105.25,7.22
grapes wine,115.115271882715,-33.6759549701036,WA,0.123828,501011003,Busselton Region,16.6574993133545,967.185729980469,18.0841007232666,2616.86,105.25,7.22
