Commod_dsc,lon,lat,State,Area_ha,code,region,annual_temp,annual_rain,annual_solar,area,businesses,yield
grapes wine,139.043844858347,-34.4610991819933,SA,10.9367,405011114,Nuriootpa,14.9562501907349,490.047698974609,17.8702297210693,1447.49,52.25,7.06
grapes wine,138.907923055144,-34.4948847964371,SA,17.9683,405011111,Light,15.53125,494.559997558594,17.6838607788086,3288.74,67.58,6.87
grapes wine,139.026396292299,-34.7477133017823,SA,5.13696,405011110,Barossa - Angaston,13.2433300018311,741.591674804688,17.5845203399658,2338.42,84.14,6.77
grapes wine,138.972214827724,-34.691497643748,SA,56.3554,405011110,Barossa - Angaston,14.069580078125,712.523986816406,17.3510894775391,2338.42,84.14,6.77
grapes wine,138.972552178142,-34.6811403266627,SA,5.64197,405011110,Barossa - Angaston,14.069580078125,712.523986816406,17.4593505859375,2338.42,84.14,6.77
grapes wine,138.943990219227,-34.6809023736278,SA,21.7594,405011112,Lyndoch,14.2254199981689,712.523986816406,17.3510894775391,1485.9,40.24,7.84
grapes wine,138.947191186982,-34.6744311711583,SA,60.8284,405011110,Barossa - Angaston,14.0116701126099,780.072204589844,17.3510894775391,2338.42,84.14,6.77
grapes wine,138.895370108964,-34.6680271229919,SA,23.879,405011112,Lyndoch,15.2158298492432,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.966498819862,-34.6651574413511,SA,54.7544,405011110,Barossa - Angaston,13.7712497711182,780.072204589844,17.4607391357422,2338.42,84.14,6.77
grapes wine,138.897080767823,-34.6619675968019,SA,3.94187,405011112,Lyndoch,15.2158298492432,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.89425278993,-34.6620906131844,SA,8.47811,405011112,Lyndoch,15.2158298492432,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.899390390384,-34.6589955713692,SA,5.62466,405011112,Lyndoch,15.2158298492432,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.890694987803,-34.655305032256,SA,1.79821,405011112,Lyndoch,15.2158298492432,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.887692988905,-34.6560867948453,SA,4.91746,405011112,Lyndoch,15.2158298492432,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,139.014948834933,-34.6503796748942,SA,113.387,405011110,Barossa - Angaston,13.327919960022,720.74072265625,17.522029876709,2338.42,84.14,6.77
grapes wine,138.913534338353,-34.6465491002575,SA,12.2243,405011112,Lyndoch,14.8608303070068,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.92200440453,-34.6424535123041,SA,1.73077,405011112,Lyndoch,14.8608303070068,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.917046697535,-34.6416189773485,SA,5.16876,405011112,Lyndoch,14.8608303070068,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.897231917529,-34.6449092478696,SA,42.3213,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.902787693222,-34.6419606977326,SA,4.04191,405011112,Lyndoch,14.8608303070068,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.891193986691,-34.6431830237802,SA,34.8162,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.879196028406,-34.6409765002407,SA,36.0259,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.874669596899,-34.6384297139527,SA,4.96254,405011112,Lyndoch,15.1216697692871,601.559875488281,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.874942256109,-34.6340874697229,SA,3.97282,405011112,Lyndoch,15.1216697692871,601.559875488281,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.904328275286,-34.6322091220559,SA,1.24655,405011112,Lyndoch,14.8608303070068,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.875630095803,-34.6318229927075,SA,0.270273,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.898261915698,-34.6354141203867,SA,61.6683,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.892710374412,-34.6305370634522,SA,11.6186,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.907387139368,-34.6294743995637,SA,4.24514,405011112,Lyndoch,14.8608303070068,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.8823853437,-34.6336496819132,SA,71.2484,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,139.003507696754,-34.6256575661589,SA,5.62683,405011110,Barossa - Angaston,13.2745800018311,720.74072265625,17.522029876709,2338.42,84.14,6.77
grapes wine,138.880283607514,-34.6277373183521,SA,4.78071,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.912681065082,-34.6285436103958,SA,19.7295,405011112,Lyndoch,14.8608303070068,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.871753877368,-34.6276654408547,SA,52.3536,405011112,Lyndoch,15.1216697692871,601.559875488281,17.4692401885986,1485.9,40.24,7.84
grapes wine,139.036276966783,-34.6206853973817,SA,6.55553,405011110,Barossa - Angaston,13.6300001144409,648.943725585938,17.695140838623,2338.42,84.14,6.77
grapes wine,138.896219008633,-34.6273272077816,SA,26.3186,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,139.002335076357,-34.6205886147821,SA,6.45493,405011110,Barossa - Angaston,13.3866701126099,719.969421386719,17.6111297607422,2338.42,84.14,6.77
grapes wine,138.926654500002,-34.6223731662981,SA,8.11541,405011112,Lyndoch,16.2733306884766,614.534912109375,17.5536098480225,1485.9,40.24,7.84
grapes wine,138.92026362059,-34.6229078176001,SA,15.5544,405011112,Lyndoch,16.100830078125,523.996520996094,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.891511635469,-34.6251038317919,SA,38.6394,405011112,Lyndoch,15.1645803451538,624.5869140625,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.8746912476,-34.6221983579577,SA,19.3612,405011112,Lyndoch,15.3254203796387,526.551025390625,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.990899469877,-34.6153183150933,SA,0.167543,405011110,Barossa - Angaston,13.7070798873901,719.969421386719,17.6111297607422,2338.42,84.14,6.77
grapes wine,138.896976024889,-34.6207504087886,SA,28.1368,405011112,Lyndoch,15.7337503433228,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.909630002649,-34.6241341985577,SA,75.7434,405011112,Lyndoch,16.100830078125,523.996520996094,17.4436302185059,1485.9,40.24,7.84
grapes wine,138.992976745443,-34.6176682323976,SA,59.5247,405011110,Barossa - Angaston,13.7070798873901,719.969421386719,17.6111297607422,2338.42,84.14,6.77
grapes wine,139.00053360474,-34.6141718417887,SA,12.1498,405011110,Barossa - Angaston,13.3866701126099,719.969421386719,17.6111297607422,2338.42,84.14,6.77
grapes wine,138.954642354728,-34.6135230972395,SA,13.1041,405011110,Barossa - Angaston,13.0558300018311,614.534912109375,17.5536098480225,2338.42,84.14,6.77
grapes wine,138.864608049016,-34.6131009645435,SA,5.32784,405011112,Lyndoch,15.3254203796387,526.551025390625,17.5673694610596,1485.9,40.24,7.84
grapes wine,138.922518714803,-34.6100476550448,SA,3.24568,405011112,Lyndoch,16.100830078125,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.885339841691,-34.6174942407625,SA,119.222,405011112,Lyndoch,15.7337503433228,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.95102370167,-34.6068667027704,SA,1.26385,405011110,Barossa - Angaston,13.0558300018311,614.534912109375,17.5536098480225,2338.42,84.14,6.77
grapes wine,138.881305623699,-34.6096473142024,SA,13.231,405011112,Lyndoch,15.7337503433228,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.870720906173,-34.6103567142847,SA,32.1422,405011112,Lyndoch,15.3254203796387,526.551025390625,17.5673694610596,1485.9,40.24,7.84
grapes wine,138.890663562294,-34.6077812000585,SA,4.45152,405011112,Lyndoch,15.7337503433228,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.906519143471,-34.6063420917415,SA,1.4526,405011112,Lyndoch,16.100830078125,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,139.028326352159,-34.6039447955683,SA,32.359,405011110,Barossa - Angaston,13.6300001144409,648.943725585938,17.695140838623,2338.42,84.14,6.77
grapes wine,138.868757285294,-34.6070520954147,SA,5.1165,405011112,Lyndoch,15.3254203796387,526.551025390625,17.5673694610596,1485.9,40.24,7.84
grapes wine,138.898897165486,-34.6106275838358,SA,79.8445,405011112,Lyndoch,15.7337503433228,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.958807662951,-34.6023369212251,SA,1.95913,405011112,Lyndoch,13.0558300018311,614.534912109375,17.5536098480225,1485.9,40.24,7.84
grapes wine,138.948456107581,-34.6027425086176,SA,3.61589,405011110,Barossa - Angaston,16.2733306884766,614.534912109375,17.5536098480225,2338.42,84.14,6.77
grapes wine,138.82867994855,-34.6040992950408,SA,1.35623,405011112,Lyndoch,15.4920797348022,526.551025390625,17.5673694610596,1485.9,40.24,7.84
grapes wine,138.933562933822,-34.6002638524891,SA,4.60105,405011112,Lyndoch,16.2733306884766,614.534912109375,17.5536098480225,1485.9,40.24,7.84
grapes wine,138.89486920752,-34.6048970150222,SA,41.4734,405011112,Lyndoch,15.7337503433228,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,139.018467714698,-34.5962711247608,SA,2.7482,405011110,Barossa - Angaston,13.288330078125,719.969421386719,17.6111297607422,2338.42,84.14,6.77
grapes wine,138.905217270419,-34.6006606645592,SA,55.0238,405011112,Lyndoch,16.100830078125,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.872211677353,-34.5994456676999,SA,2.49514,405011112,Lyndoch,15.4583301544189,526.551025390625,17.5673694610596,1485.9,40.24,7.84
grapes wine,138.829101571253,-34.5999323631895,SA,5.85965,405011112,Lyndoch,15.8170795440674,526.551025390625,17.5673694610596,1485.9,40.24,7.84
grapes wine,139.020072173594,-34.5935179637361,SA,4.7422,405011110,Barossa - Angaston,13.288330078125,719.969421386719,17.6111297607422,2338.42,84.14,6.77
grapes wine,138.89337978822,-34.5982695513046,SA,28.914,405011112,Lyndoch,16.1341705322266,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.924954662235,-34.5970715099331,SA,19.7737,405011112,Lyndoch,16.3604202270508,523.996520996094,17.5536098480225,1485.9,40.24,7.84
grapes wine,138.939998253313,-34.5967582750039,SA,16.9459,405011112,Lyndoch,15.3520803451538,614.534912109375,17.5536098480225,1485.9,40.24,7.84
grapes wine,138.883757443649,-34.5967340063725,SA,4.26861,405011112,Lyndoch,16.1341705322266,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,139.025420914595,-34.5976883950138,SA,58.6718,405011110,Barossa - Angaston,13.6837501525879,648.943725585938,17.695140838623,2338.42,84.14,6.77
grapes wine,138.926639777166,-34.593504091711,SA,0.603843,405011112,Lyndoch,15.3520803451538,614.534912109375,17.5536098480225,1485.9,40.24,7.84
grapes wine,138.920661119855,-34.5948289469443,SA,12.5219,405011112,Lyndoch,16.3604202270508,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.900532942892,-34.5947276960775,SA,11.8228,405011112,Lyndoch,16.3604202270508,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.863600458219,-34.5940548632387,SA,1.58627,405011112,Lyndoch,15.4583301544189,526.551025390625,17.5673694610596,1485.9,40.24,7.84
grapes wine,138.915456669208,-34.5925718519316,SA,2.41653,405011112,Lyndoch,16.3604202270508,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.91763793125,-34.5937934848126,SA,19.6461,405011112,Lyndoch,16.3604202270508,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,139.024479314943,-34.5890371298215,SA,6.27167,405011110,Barossa - Angaston,13.288330078125,719.969421386719,17.695140838623,2338.42,84.14,6.77
grapes wine,138.87853218019,-34.5936741432995,SA,18.0875,405011112,Lyndoch,16.1341705322266,523.996520996094,17.5405292510986,1485.9,40.24,7.84
grapes wine,138.868609327424,-34.5925451235198,SA,2.29267,405011112,Lyndoch,15.4583301544189,526.551025390625,17.5673694610596,1485.9,40.24,7.84
grapes wine,138.894974692921,-34.592602907594,SA,3.22012,405011112,Lyndoch,16.1341705322266,523.996520996094,17.5405292510986,1485.9,40.24,7.84
