code,region,state,grape_area_region,grape_area_landuse,lu_mean_temp_annual,lu_mean_temp_winter,lu_mean_temp_summer,lu_max_temp_annual,lu_max_temp_winter,lu_max_temp_summer,lu_min_temp_annual,lu_min_temp_winter,lu_min_temp_summer,lu_mean_rain_annual,lu_mean_rain_dry,lu_mean_rain_wet,lu_mean_solar_annual,lu_mean_solar_dry,lu_mean_solar_wet,lu_bulk_density,lu_carbon,lu_clay,lu_nitrogen,lu_ph,lu_phosphorus,lu_sand,lu_silt,lu_water_capacity,yield
105021098,Far West,NSW,61.22,127.95245,18.8241653442383,12.9334998130798,23.0196399688721,25.6500005722046,19.0959997177124,30.3071441650391,11.9983353614807,6.77099990844727,15.7321400642395,248.274803161621,160.138847351074,150.353149414062,19.6603345870972,13.1590452194214,24.3041105270386,1.48048132658005,0.715961158275604,25.9967079162598,0.0570549834519625,6.72022914886475,0.0280211325734854,63.6688194274902,9.5921950340271,6.72022914886475,3.39
105031099,Coonabarabran,NSW,3.88,22.6189,15.6029195785522,9.72700023651123,19.8357105255127,22.9699993133545,16.7000007629395,27.5200004577637,8.23583316802979,2.75399994850159,12.1514301300049,757.077819824219,442.438507080078,504.551910400391,18.8472194671631,13.3897495269775,22.7453994750977,1.48503434658051,1.65830111503601,30.2168636322021,0.140617251396179,5.73300790786743,0.0354172214865685,46.8215179443359,20.7370262145996,5.73300790786743,2.33
105031103,Dubbo Region,NSW,7.29,9.263161,17.086332321167,11.2086000442505,21.3054279327393,23.7799999237061,17.3540000915527,28.4114303588867,10.3926671981812,5.06319990158081,14.1994298934937,552.926647949219,341.189880371094,343.722344970703,18.9179481506348,12.773362159729,23.3069396972656,1.45444507598877,1.55596489906311,20.2919208526611,0.09416314214468,5.28896026611328,0.0258564654737711,66.7536354064941,13.742693901062,5.28896026611328,1
105031105,Narromine,NSW,135,7.77808,17.4360399246216,11.4305000305176,21.7325000762939,24.1149997711182,17.5030002593994,28.85142993927,10.7570853233337,5.35800004005432,14.6135749816895,524.665985107422,331.113800048828,328.933990478516,19.0362844467163,12.8171000480652,23.478554725647,1.4892526268959,1.34280490875244,25.8985395431519,0.101370435208082,5.19764232635498,0.0371800391003489,53.3223342895508,14.6562943458557,5.19764232635498,0.56
106011107,Branxton - Greta - Pokolbin,NSW,1019.24,2283.323682,16.7132285711333,12.1741286700792,19.9869772392934,22.3859317158777,17.8986981109058,25.6541690475985,11.0405246078812,6.44955909533764,14.3197860041941,792.931490520167,443.833058915426,555.081514934229,16.8309156412841,12.2323041174981,20.1156385727129,1.36326394525413,2.01260197506802,29.215944620568,0.150520515410606,5.00011387146677,0.0342880021389623,56.9473072762877,15.2370903936271,5.00011387146677,3.7
106011109,Cessnock Region,NSW,39.78,144.100074,16.6155139511707,12.1683920691995,19.8279270097321,22.1021568821926,17.7371369530173,25.291820563522,11.1288733014873,6.5996470451355,14.3640327266618,891.086940391391,502.00003231273,620.578942392387,16.5516010733212,12.1514056710636,19.6946022183287,1.30944351588978,2.23470639013777,22.1239883011463,0.159709336418732,4.75579291698979,0.0316216073857219,55.3296247744093,14.8085715723973,4.75579291698979,4.26
106011113,Singleton Region,NSW,158.55,778.210328,17.090185632097,12.3144679982611,20.5272645544499,23.2236169246917,18.4229573797672,26.7043612662782,10.9567559221958,6.2059786218278,14.3501678426215,737.763770570146,402.823828189931,523.237731933594,16.7631502557308,12.2927001182069,19.9563327951634,1.32858191398864,2.1523509951348,26.5358948606126,0.149454845868527,5.3920908938063,0.0350523533576981,53.2720751660935,14.6155112550614,5.3920908938063,3.21
106041127,Muswellbrook Region,NSW,190.32,623.592379,17.2756284207714,11.9847551462602,21.0829890504175,24.2085714924092,18.7666122280822,28.1520123773692,10.3426876651997,5.20289789900488,14.0139644973132,645.905861367985,354.310059216558,447.123076146963,17.5709865336515,12.5386696445699,21.1654997066576,1.37756771214154,2.37578753549225,24.2753442842133,0.140832865876811,6.07910110512558,0.0414908123487721,52.8836826402314,13.2768813541957,6.07910110512558,6.89
106041129,Scone Region,NSW,15.76,18.74765,17.2098361968994,11.7830001831055,21.1358562469482,24.3080005645752,18.7047996520996,28.4097141265869,10.1116647720337,4.86119995117187,13.8620021820068,627.227294921875,340.033941650391,437.668157958984,17.6891181945801,12.5556062698364,21.3559162139893,1.3749267578125,1.93093183040619,24.7655181884766,0.134501560032368,5.8394681930542,0.0357895497232676,53.7856498718262,10.3469047546387,5.8394681930542,2.65
108041162,Laurieton - Bonny Hills,NSW,10.43,11.109683,17.3245792388916,13.4680004119873,20.0435695648193,22.3600006103516,18.7919998168945,24.8371391296387,12.2891702651978,8.14400005340576,15.25,1473.89501953125,823.881713867188,1038.23706054688,17.1214904785156,12.9647798538208,20.0905609130859,1.16028654575348,3.07167983055115,18.00368309021,0.159122854471207,4.40612363815308,0.0396525822579861,46.4714889526367,24.8233489990234,4.40612363815308,5
109011175,Albury Region,NSW,37.54,28.984465,13.0802081425985,7.58133331934611,17.1525033315023,19.0900001525879,12.3396666844686,24.2007163365682,7.07041668891907,2.82300003369649,10.1042850812276,806.02891031901,609.219167073568,391.057688395182,17.4072615305583,10.1561271349589,22.5866419474284,1.39234139521917,1.95449388027191,16.8789633115133,0.184279685219129,4.71463998158773,0.033561697229743,55.1041291554769,17.4236402511597,4.71463998158773,0.24
109021177,Hay,NSW,67.61,77.4346,17.087776184082,11.3176666895548,21.2473831176758,23.9266668955485,17.2559998830159,28.7676207224528,10.2488899230957,5.37933333714803,13.7271432876587,379.738739013672,260.549560546875,212.406433105469,18.6697800954183,11.812300046285,23.5679798126221,1.46218637625376,1.10124476750692,30.6237614949544,0.0858463520805041,6.48007265726725,0.0346448415269454,51.5863405863444,9.90979035695394,6.48007265726725,15.57
109021178,Wentworth - Buronga,NSW,2444.68,3048.197774,17.2867971193992,12.0250678358778,21.0219237764003,23.9441808495818,17.6868588937878,28.367190312531,10.6294175595213,6.36327690458567,13.6766591476182,280.804659396242,200.766964669955,149.339042275639,18.7795165757001,11.8431436517144,23.7340650935631,1.45416282933984,1.14984537517957,22.5969669697648,0.0818146650737288,6.79703033037778,0.03103342465004,64.6563085782326,8.36449571113802,6.79703033037778,24.6
109021179,Wentworth-Balranald Region,NSW,5065.87,5502.027719,17.3504897903346,11.996339624033,21.148845972505,24.0820125243949,17.7495723700373,28.5531085152296,10.6189678420061,6.24310692001439,13.7445825060958,284.771054441824,203.064726727564,152.882276331104,18.7926384428012,11.8794523035205,23.7306270479406,1.4612171822374,0.964468409430306,26.766937051929,0.0812832378085304,6.83369710610348,0.0336909851750488,58.3348697446427,8.90779211536143,6.83369710610348,20.11
109031183,Deniliquin Region,NSW,78.31,292.086362,16.3255226214727,10.8979167143504,20.1485997835795,22.9908336003621,16.4647498528163,27.5447630087535,9.66020842393239,5.33108337720235,12.7524409294128,372.189027150472,265.88823890686,194.148269017537,18.1785207589467,11.0468482573827,23.2725766499837,1.44195841749509,1.37143639226754,29.232319355011,0.102646324473123,6.50343906879425,0.0333218167846402,54.4426914850871,10.1130270957947,6.50343906879425,12.45
109031184,Moama,NSW,47.01,186.40228,15.640495300293,10.2903635718606,19.4569492340088,22.082727432251,15.6558180722323,26.6632475419478,9.19825779307972,4.92490915818648,12.2506491921165,422.463387229226,305.213992032138,220.170962246982,17.8283916820179,10.6067447662354,22.9867116754705,1.42456401478161,1.42158816077492,31.2587231722745,0.11850880086422,6.18267384442416,0.0322782217778943,51.3368519869718,8.18545133417303,6.18267384442416,13.85
109031185,Tocumwal - Finley - Jerilderie,NSW,442,611.62227,16.1542176008224,10.4996248483658,20.2141044139862,22.7524998188019,16.0332500934601,27.5937504768372,9.55593740940094,4.966000020504,12.8344637155533,453.070198059082,326.617828369141,239.220996856689,18.0374600887299,10.7876800298691,23.2158749103546,1.45977604389191,1.45164732635021,29.7722752094269,0.123442313633859,5.75260204076767,0.034411649685353,51.7988195419312,13.2799234390259,5.75260204076767,16.98
110011188,Armidale Region - South,NSW,11.7,7.5107,12.9020824432373,7.73675000667572,16.6174998283386,19.5575003623962,14.1794998645782,23.4507122039795,6.24666702747345,1.29399998486042,9.7842857837677,791.355392456055,440.357978820801,549.381820678711,18.0864524841309,13.2490327358246,21.5417547225952,1.39034199714661,1.66345307230949,22.6832146644592,0.130586503073573,5.08040118217468,0.026258550118655,48.75013256073,18.6561989784241,5.08040118217468,1
110021192,Inverell Region - East,NSW,67.25,54.1408,17.5200004577637,11.831000328064,21.5835704803467,24.6700000762939,19.1580009460449,28.6071395874023,10.3699998855591,4.50400018692017,14.5600004196167,740.494079589844,419.529388427734,512.988403320312,19.3737506866455,14.375470161438,22.9439601898193,1.42138588428497,1.5523145198822,15.8698654174805,0.092847652733326,5.60219573974609,0.0365503169596195,59.9111785888672,16.0832538604736,5.60219573974609,1.65
110021194,Tenterfield,NSW,57.23,61.665025,16.8077091375987,11.4500832557678,20.6501181920369,23.8383334477743,18.8133330345154,27.4586888949076,9.77708220481873,4.08683335781097,13.8415465354919,776.800704956055,435.551574707031,542.19841003418,18.9440174102783,14.2088606357574,22.3262670834859,1.39459001024564,1.63194063305855,18.0261804262797,0.124950759112835,5.48270253340403,0.0299834433632592,54.0423240661621,16.7576452096303,5.48270253340403,9.97
110041205,Tamworth Region,NSW,1.23,34.83373,16.6812505722046,11.027333577474,20.733336130778,23.5133336385091,17.496000289917,27.8385696411133,9.84916559855143,4.55866662661235,13.628093401591,695.45790608724,407.755411783854,455.914286295573,18.7276032765706,13.2289635340373,22.6552035013835,1.40948569774628,1.82452281316121,26.3678096135457,0.116578102111816,6.22868394851685,0.0379034069677194,48.5342597961426,19.3902950286865,6.22868394851685,4
111021218,Morisset - Cooranbong,NSW,1.2,6.8387,17.5470790863037,13.5229997634888,20.4549999237061,22.2099990844727,18.5419998168945,24.8971405029297,12.8841695785522,8.50399971008301,16.0128593444824,1091.51196289062,631.346130371094,730.538879394531,16.5234699249268,12.0325002670288,19.7313003540039,1.30562210083008,2.37013292312622,13.6543045043945,0.14947298169136,4.31472444534302,0.0286943297833204,63.462272644043,15.3398342132568,4.31472444534302,1
113011256,Griffith (NSW),NSW,1967.23,477.95406,16.3734558650426,10.6780000414167,20.4618344988142,23.1342857905797,16.744571685791,27.738773890904,9.61261926378523,4.6114285332816,13.1848944255284,431.664921351842,291.30997140067,243.474225725446,18.6873076302665,11.7574841635568,23.6371808733259,1.45524615900857,1.33722639083862,29.3381511143276,0.0906363927892276,5.88334328787667,0.0320483855903149,54.2857802254813,10.0276099613735,5.88334328787667,15.12
113011257,Griffith Region,NSW,13795.06,19475.03909,16.5082762599771,10.7504117753771,20.6357979119993,23.2564052756316,16.7780261320226,27.9133429309122,9.7601470697939,4.72279739691541,13.3582540399888,428.865618138531,290.362953934015,242.177146961486,18.6603334339616,11.7777098923727,23.5764927708246,1.46896709336175,1.1568165908452,31.9482347077014,0.0936316117839096,6.07873159296372,0.0305751336288024,54.2394351086585,10.5248386283326,6.07873159296372,15.79
113011258,Leeton,NSW,1082.23,322.54221,16.35858971732,10.5458096549624,20.5112582615444,23.0147618793306,16.4040003277007,27.7380946931385,9.70242050715855,4.68761891410464,13.2844226927984,449.120300292969,314.986723400298,250.433599562872,18.5129035768055,11.5418089457921,23.4922634306408,1.47013092608679,1.29200520969573,31.6292427607945,0.0960583339134852,5.85381560098557,0.0288958666580064,53.418278830392,10.0880657604762,5.85381560098557,14.68
113021260,Tumbarumba,NSW,192.09,262.582162,12.0668161098774,6.84866664348504,16.1697631982657,18.5482048621544,12.283025594858,23.7747253026718,5.58542736982688,1.41430767988547,8.5647984284621,960.413599258814,721.715476011619,475.984907883864,16.9823344304011,9.92099485641871,22.0261451036502,1.30153637360304,2.53529944786659,18.8073392281166,0.186616564408327,4.67270250809498,0.0363051041674155,51.0999971047426,18.8594906635774,4.67270250809498,8.55
113031264,Gundagai,NSW,270.27,86.29656,15.0468069712321,9.27899996439616,19.1804765065511,21.9299996693929,15.0853335062663,26.8466701507568,8.1636110941569,3.47266666094462,11.5142866770426,644.66786702474,461.060231526693,346.466837565104,17.8248125712077,10.7021767298381,22.9124094645182,1.45703268051147,1.39086214701335,20.3066552480062,0.166221966346105,5.11571311950684,0.0360685872534911,56.0232467651367,16.0479049682617,5.11571311950684,9
113031265,Junee,NSW,6.76,8.45653,15.0041651725769,9.16299915313721,19.1850004196167,21.6350002288818,14.6730003356934,26.625,8.37333345413208,3.65299999713898,11.7450003623962,572.549346923828,402.39533996582,318.394058227539,18.0267000198364,10.9823598861694,23.0583753585815,1.49236392974854,1.25339287519455,30.5270137786865,0.134001884609461,5.01728963851929,0.0340763051062822,60.6641826629639,13.6438584327698,5.01728963851929,6.21
113031271,Wagga Wagga Region,NSW,57.63,97.59725,15.3587231636047,9.59081262350082,19.5087951421738,21.8887498378754,14.9854999780655,26.8799085617065,8.82869786024094,4.19612497091293,12.1376774907112,615.744861602783,443.491144180298,325.30166053772,17.8752769231796,10.7028124332428,22.99846804142,1.49353431165218,1.26809805631638,24.1145570278168,0.138369013555348,4.90615525841713,0.0352540868334472,59.8997557163239,14.53674274683,4.90615525841713,8.77
114021284,Bowral,NSW,38.13,34.78577,12.8049999872843,8.21166674296061,16.1021436055501,18.3699995676676,13.4339996973673,21.9280974070231,7.2400000890096,2.98933339118958,10.2761898040771,1046.30798339844,651.914978027344,686.680480957031,15.9751396179199,11.4557600021362,19.2032699584961,1.27367885907491,3.5448276201884,18.2666867574056,0.165519818663597,4.35177596410116,0.0218627334882816,55.2686093648275,15.1423352559408,4.35177596410116,3.38
114021286,Mittagong,NSW,16.31,30.104602,12.5884847640991,8.10735702514648,15.8007138116019,17.8857143947056,13.022999899728,21.3819400242397,7.29124985422407,3.1917142527444,10.2194886207581,1070.48814174107,657.908150809152,715.986768450056,15.8894491876875,11.4858921595982,19.0348490306309,1.30692244427545,3.37033222402845,18.460301399231,0.178561799228191,4.48925835745675,0.0257881745429976,53.7597658974784,17.1890937260219,4.48925835745675,1.92
114021287,Moss Vale - Berrima,NSW,15.44,17.48575,12.9257276058197,8.33150005340576,16.2264244556427,18.5374999046326,13.5934998989105,22.1071453094482,7.31395864486694,3.06950008869171,10.3457126617432,1064.93347167969,663.466720581055,688.086441040039,16.0655553340912,11.3758926391602,19.4153180122375,1.31180018186569,3.37890630960464,18.6225159168243,0.159361816942692,4.43227636814117,0.0255669527687132,51.3136148452759,15.7526924610138,4.43227636814117,4.16
114021288,Robertson - Fitzroy Falls,NSW,2.53,19.269059,13.6546394348145,9.44646644592285,16.6667130788167,18.7046663920085,14.2404002507528,21.9059024810791,8.60461120605469,4.65253324508667,11.4275252024333,1507.11989746094,915.330676269531,990.54491780599,15.6966760635376,11.2873174667358,18.8462182362874,1.1528106212616,4.47006568908691,20.8704051971436,0.240742370486259,4.37763913472493,0.0293396404633919,47.1213645935059,19.5142227172852,4.37763913472493,3.5
114021289,Southern Highlands,NSW,73.3,67.526782,12.8282734098889,8.13771418162755,16.2076864696684,18.5985711415609,13.5059999738421,22.294151033674,7.05797620046706,2.76942857106527,10.1212236767723,1001.11162167504,617.926513671875,647.348746163504,16.1125809351603,11.2962066105434,19.552846636091,1.35552906422388,2.82860141708737,19.6672890526908,0.166131420504479,4.51203734534127,0.0284309458164942,54.0500121343703,17.6746100017003,4.51203734534127,4.95
201031013,Avoca,Vic,746.23,4025.019145,12.8954903924254,8.25088159854596,16.2226620961929,18.7462720475959,12.6434200501301,23.1246406510031,7.04470893193984,3.85834318223084,9.32068466999122,609.367270926752,472.353424072266,285.265737770577,16.7450805190047,9.44260061139891,21.9611400852542,1.39727646570939,1.54237703811487,17.1079989664653,0.152040965458345,4.74884776391927,0.0243009835834334,60.7088976075663,15.4084971444847,4.74884776391927,2.03
201031017,Maryborough Region,Vic,52.35,2554.278956,13.6570157100414,8.92343103885651,17.0354318289921,19.8650000835287,13.8495001299628,24.1563537696312,7.44903011568661,3.99736208340217,9.91450716709268,560.972576272899,421.697744172195,274.273453942661,16.7935265837045,9.50476005159575,21.9997932335426,1.39881512419931,1.35554885864258,24.4251641240613,0.15168378238791,5.08192355468355,0.0262647731358121,59.7992238340707,12.7839888210954,5.08192355468355,3.67
202011023,Maiden Gully,Vic,35.21,143.04295,14.7350358096036,9.70272723111239,18.3269488594749,20.709999257868,14.524000341242,25.1233801408248,8.76007574254816,4.88145451112227,11.5305227799849,515.872680664062,388.741790771484,251.901596069336,17.2160491943359,9.86470031738281,22.4670104980469,1.4342206066305,1.28006295724349,26.1877649480646,0.125723515721885,5.01825761795044,0.0282081423157995,60.1870887062766,12.3312497572465,5.01825761795044,5.23
202021028,Castlemaine Region,Vic,145.58,1567.984502,13.2287571540246,8.4147692827078,16.6169899426974,19.0932308783898,13.0223691793588,23.3289006159856,7.3642819918119,3.80716924667358,9.90507734738863,668.498045935998,508.34230064979,317.660323861929,16.8074007474459,9.40193133720985,22.0970211029053,1.42940537746136,1.59952279971196,17.400935114347,0.173438653349876,4.76077743676993,0.027485730814246,61.7540353041429,16.9562775978675,4.76077743676993,0.43
202021029,Heathcote,Vic,158.02,877.934524,14.2836994706539,9.39489453299004,17.8045988250197,20.1450878611782,14.1587366974145,24.4788460313228,8.42230980856377,4.63105257770471,11.1303502300329,615.324129874246,459.374586138809,299.04810052169,17.1054066775138,9.72561426330031,22.3766868323611,1.42402349229445,1.40653047436162,19.7303747210586,0.142725769234331,4.77365451946593,0.0240005162593565,61.3133957176878,14.0052496926826,4.77365451946593,5.64
202021030,Kyneton,Vic,7.47,406.228029,12.3529010970017,7.72213804310766,15.6257636629302,17.7244827993985,11.8258619966178,21.8681303221604,6.98132187744667,3.6184138182936,9.38339874662202,792.911764210668,612.015124090787,365.022443047885,16.516922786318,9.15370441305226,21.7763647539862,1.3565077576144,2.17336477904484,21.0568882185837,0.191567583330746,4.67868405374987,0.0280116662896913,55.1318454084725,19.3850971748089,4.67868405374987,0.21
202021031,Woodend,Vic,9.95,103.5622,11.3908352851868,6.95749998092651,14.5453548431396,16.1350002288818,10.4079999923706,20.2014255523682,6.64666700363159,3.50700008869171,8.88928556442261,846.391143798828,644.740173339844,412.757247924805,15.9258651733398,8.95978403091431,20.9016304016113,1.2407860159874,3.2316038608551,18.3748369216919,0.225302763283253,4.4076030254364,0.0313751948997378,57.1072254180908,19.589165687561,4.4076030254364,1.97
202031032,Bendigo Region - North,Vic,33.6,232.011126,14.8600701491038,9.80658340454102,18.4788099924723,20.8391668001811,14.6700001557668,25.2639292081197,8.88097214698792,4.94316673278809,11.6936925252279,501.343910217285,373.558387756348,248.02564239502,17.3431963920593,9.98620390892029,22.598192691803,1.44652967651685,1.32765769958496,24.008092880249,0.120523768787583,5.03588847319285,0.0278878319077194,60.1349058151245,12.163769086202,5.03588847319285,1.22
202031033,Loddon,Vic,123.33,419.9026556,14.9529404129301,9.86885694095067,18.6077181271144,21.1619646208627,14.837678704943,25.7258928503309,8.74391376972198,4.9000358070646,11.4895433698382,474.317837851388,355.469879150391,233.47578566415,17.4927297660283,10.1880964551653,22.7103208133153,1.44695871642658,1.23984911612102,25.8908339227949,0.116554677353374,5.25687789065497,0.0273326098852392,57.5965309824262,12.3450677139418,5.25687789065497,4.51
203011034,Bannockburn,Vic,118.44,369.517022,14.1403415904326,10.4411176232731,16.7846616857192,19.2852939156925,14.7911766837625,22.4994113024543,8.99539201399859,6.09105887132532,11.0699168934542,552.363256117877,393.144874123966,308.360184613396,15.2520512412576,9.00373442032758,19.7151331060073,1.36190859710469,2.01554104861091,24.8128459032844,0.167044217972194,5.33530594320858,0.0275206314947675,59.954231262207,10.9053704878863,5.33530594320858,4.01
203011035,Golden Plains - South,Vic,100.52,1600.681218,13.9407909393311,10.1921667098999,16.6165954589844,19.1463329950968,14.5514667828878,22.4248097101847,8.73524994850159,5.8328666528066,10.8083820343018,565.710219319661,401.063025919596,318.082767740885,15.2214516003927,9.00622577667236,19.6608971913656,1.35357564687729,2.11098188559214,24.9098805745443,0.171126038829486,5.24270016352336,0.0288771728674571,57.8330890655518,12.3934441884359,5.24270016352336,3.88
203011036,Winchelsea,Vic,13.66,473.806618,14.0880230426788,10.6235999107361,16.5611429214478,18.7595000267029,14.4803001403809,21.8131439208984,9.41654171943665,6.76689994335175,11.3091425418854,634.283795166016,470.472734069824,330.147241210938,15.3085841178894,8.8366635799408,19.9313851356506,1.35167217254639,2.39311593770981,23.0563251495361,0.16024671420455,5.03895530700684,0.0286819944158196,62.0663711547852,11.6934082508087,5.03895530700684,2.5
203021044,Leopold,Vic,6.83,17.43152,14.7430176734924,11.238499879837,17.2491073608398,19.3424997329712,15.3064999580383,22.2310700416565,10.1435451507568,7.17050004005432,12.2671449184418,587.300582885742,418.655242919922,314.002380371094,15.2593150138855,8.8104453086853,19.8656492233276,1.31284925341606,2.12515896558762,14.9779272079468,0.13551877066493,5.08219838142395,0.03004953218624,68.2742853164673,9.51536130905151,5.08219838142395,4.89
203031048,Clifton Springs,Vic,61.47,460.63423,14.4256948743548,10.9079523994809,16.9396935417539,18.8690476190476,14.7939999444144,21.7824493589855,9.98234135763986,7.02190478642782,12.0969383603051,608.326067243304,433.434869675409,326.510128929501,15.3411105473836,8.84610798245385,19.9803973606655,1.33230337642488,2.16141927809942,18.2754127865746,0.155318908038593,4.9772040730431,0.0281728833381619,67.498218536377,8.69849379857381,4.9772040730431,6.02
203031050,Ocean Grove - Barwon Heads,Vic,40.79,549.10795,14.7537500858307,11.3108332157135,17.212381362915,19.1866668065389,15.2258334159851,22.0146441459656,10.3208334445953,7.39583333333333,12.4101183414459,602.898483276367,432.535532633464,317.845575968424,15.335825920105,8.8098517258962,19.9972322781881,1.32814746101697,2.17909096678098,16.3000810146332,0.126929715896646,5.02309807141622,0.0273622313203911,68.5637671152751,8.87178989251455,5.02309807141622,2.6
203031051,Portarlington,Vic,14.34,415.32882,14.2271753417121,10.6823335223728,16.7602402369181,18.6261113484701,14.4957780308194,21.5784140692817,9.82824044757419,6.86888877550761,11.9420624309116,630.70073445638,449.930499606662,339.359622531467,15.3789834976196,8.85158507029215,20.0414066314697,1.34500422080358,2.13323873943753,19.3302872445848,0.156507078972128,5.01664402749803,0.0231691239815619,68.0420689053006,8.42077710893419,5.01664402749803,2.1
