time,latitude,longitude,tas_annual
UTC,degrees_north,degrees_east,K
2090-01-01T12:00:00Z,-50.0,90.0,2.5414124
2090-01-01T12:00:00Z,-50.0,91.875,2.526062
2090-01-01T12:00:00Z,-50.0,93.75,2.5709534
2090-01-01T12:00:00Z,-50.0,95.625,2.6522827
2090-01-01T12:00:00Z,-50.0,97.5,2.7211914
2090-01-01T12:00:00Z,-50.0,99.375,2.7583618
2090-01-01T12:00:00Z,-50.0,101.25,2.7625732
2090-01-01T12:00:00Z,-50.0,103.125,2.756195
2090-01-01T12:00:00Z,-50.0,105.0,2.768219
2090-01-01T12:00:00Z,-50.0,106.875,2.7748718
2090-01-01T12:00:00Z,-50.0,108.75,2.7311707
2090-01-01T12:00:00Z,-50.0,110.625,2.6487122
2090-01-01T12:00:00Z,-50.0,112.5,2.5691833
2090-01-01T12:00:00Z,-50.0,114.375,2.4989624
2090-01-01T12:00:00Z,-50.0,116.25,2.4390564
2090-01-01T12:00:00Z,-50.0,118.125,2.3983765
2090-01-01T12:00:00Z,-50.0,120.0,2.3625183
2090-01-01T12:00:00Z,-50.0,121.875,2.325409
2090-01-01T12:00:00Z,-50.0,123.75,2.284668
2090-01-01T12:00:00Z,-50.0,125.625,2.23349
2090-01-01T12:00:00Z,-50.0,127.5,2.183838
2090-01-01T12:00:00Z,-50.0,129.375,2.1579285
2090-01-01T12:00:00Z,-50.0,131.25,2.1534119
2090-01-01T12:00:00Z,-50.0,133.125,2.1577759
2090-01-01T12:00:00Z,-50.0,135.0,2.1578064
2090-01-01T12:00:00Z,-50.0,136.875,2.1568604
2090-01-01T12:00:00Z,-50.0,138.75,2.1568909
2090-01-01T12:00:00Z,-50.0,140.625,2.152954
2090-01-01T12:00:00Z,-50.0,142.5,2.192871
2090-01-01T12:00:00Z,-50.0,144.375,2.260437
2090-01-01T12:00:00Z,-50.0,146.25,2.2749634
2090-01-01T12:00:00Z,-50.0,148.125,2.2297668
2090-01-01T12:00:00Z,-50.0,150.0,2.2116394
2090-01-01T12:00:00Z,-50.0,151.875,2.2388
2090-01-01T12:00:00Z,-50.0,153.75,2.2635193
2090-01-01T12:00:00Z,-50.0,155.625,2.267273
2090-01-01T12:00:00Z,-50.0,157.5,2.2522888
2090-01-01T12:00:00Z,-50.0,159.375,2.238922
2090-01-01T12:00:00Z,-50.0,161.25,2.2351685
2090-01-01T12:00:00Z,-50.0,163.125,2.2175293
2090-01-01T12:00:00Z,-50.0,165.0,2.2321167
2090-01-01T12:00:00Z,-50.0,166.875,2.2734375
2090-01-01T12:00:00Z,-50.0,168.75,2.2347717
2090-01-01T12:00:00Z,-50.0,170.625,2.1982422
2090-01-01T12:00:00Z,-50.0,172.5,2.1827393
2090-01-01T12:00:00Z,-50.0,174.375,2.1464844
2090-01-01T12:00:00Z,-50.0,176.25,2.1183472
2090-01-01T12:00:00Z,-50.0,178.125,2.0960083
2090-01-01T12:00:00Z,-50.0,180.0,2.0744934
2090-01-01T12:00:00Z,-48.75,90.0,2.6116943
2090-01-01T12:00:00Z,-48.75,91.875,2.5940247
2090-01-01T12:00:00Z,-48.75,93.75,2.6392822
2090-01-01T12:00:00Z,-48.75,95.625,2.7172546
2090-01-01T12:00:00Z,-48.75,97.5,2.7875671
2090-01-01T12:00:00Z,-48.75,99.375,2.8280945
2090-01-01T12:00:00Z,-48.75,101.25,2.8355713
2090-01-01T12:00:00Z,-48.75,103.125,2.8183594
2090-01-01T12:00:00Z,-48.75,105.0,2.8076172
2090-01-01T12:00:00Z,-48.75,106.875,2.7846985
2090-01-01T12:00:00Z,-48.75,108.75,2.7189026
2090-01-01T12:00:00Z,-48.75,110.625,2.6235962
2090-01-01T12:00:00Z,-48.75,112.5,2.534912
2090-01-01T12:00:00Z,-48.75,114.375,2.468933
2090-01-01T12:00:00Z,-48.75,116.25,2.425476
2090-01-01T12:00:00Z,-48.75,118.125,2.394165
2090-01-01T12:00:00Z,-48.75,120.0,2.3554688
2090-01-01T12:00:00Z,-48.75,121.875,2.308838
2090-01-01T12:00:00Z,-48.75,123.75,2.2554016
2090-01-01T12:00:00Z,-48.75,125.625,2.1951294
2090-01-01T12:00:00Z,-48.75,127.5,2.140747
2090-01-01T12:00:00Z,-48.75,129.375,2.1068726
2090-01-01T12:00:00Z,-48.75,131.25,2.1015625
2090-01-01T12:00:00Z,-48.75,133.125,2.1064453
2090-01-01T12:00:00Z,-48.75,135.0,2.1042175
2090-01-01T12:00:00Z,-48.75,136.875,2.0967102
2090-01-01T12:00:00Z,-48.75,138.75,2.0946045
2090-01-01T12:00:00Z,-48.75,140.625,2.118164
2090-01-01T12:00:00Z,-48.75,142.5,2.2224731
2090-01-01T12:00:00Z,-48.75,144.375,2.3944397
2090-01-01T12:00:00Z,-48.75,146.25,2.5324097
2090-01-01T12:00:00Z,-48.75,148.125,2.5736084
2090-01-01T12:00:00Z,-48.75,150.0,2.5672607
2090-01-01T12:00:00Z,-48.75,151.875,2.5381775
2090-01-01T12:00:00Z,-48.75,153.75,2.4950256
2090-01-01T12:00:00Z,-48.75,155.625,2.4508057
2090-01-01T12:00:00Z,-48.75,157.5,2.411621
2090-01-01T12:00:00Z,-48.75,159.375,2.384674
2090-01-01T12:00:00Z,-48.75,161.25,2.369751
2090-01-01T12:00:00Z,-48.75,163.125,2.36615
2090-01-01T12:00:00Z,-48.75,165.0,2.4622192
2090-01-01T12:00:00Z,-48.75,166.875,2.5455933
2090-01-01T12:00:00Z,-48.75,168.75,2.4884949
2090-01-01T12:00:00Z,-48.75,170.625,2.3697205
2090-01-01T12:00:00Z,-48.75,172.5,2.3255615
2090-01-01T12:00:00Z,-48.75,174.375,2.2882996
2090-01-01T12:00:00Z,-48.75,176.25,2.2781372
2090-01-01T12:00:00Z,-48.75,178.125,2.2555847
2090-01-01T12:00:00Z,-48.75,180.0,2.2193604
2090-01-01T12:00:00Z,-47.5,90.0,2.6296082
2090-01-01T12:00:00Z,-47.5,91.875,2.6378174
2090-01-01T12:00:00Z,-47.5,93.75,2.6937866
2090-01-01T12:00:00Z,-47.5,95.625,2.7657166
2090-01-01T12:00:00Z,-47.5,97.5,2.816925
2090-01-01T12:00:00Z,-47.5,99.375,2.836029
2090-01-01T12:00:00Z,-47.5,101.25,2.8242188
2090-01-01T12:00:00Z,-47.5,103.125,2.7886353
2090-01-01T12:00:00Z,-47.5,105.0,2.7462158
2090-01-01T12:00:00Z,-47.5,106.875,2.698578
2090-01-01T12:00:00Z,-47.5,108.75,2.6238098
2090-01-01T12:00:00Z,-47.5,110.625,2.5245056
2090-01-01T12:00:00Z,-47.5,112.5,2.4418335
2090-01-01T12:00:00Z,-47.5,114.375,2.3937683
2090-01-01T12:00:00Z,-47.5,116.25,2.3634949
2090-01-01T12:00:00Z,-47.5,118.125,2.3294678
2090-01-01T12:00:00Z,-47.5,120.0,2.2807922
2090-01-01T12:00:00Z,-47.5,121.875,2.2207642
2090-01-01T12:00:00Z,-47.5,123.75,2.1652832
2090-01-01T12:00:00Z,-47.5,125.625,2.112854
2090-01-01T12:00:00Z,-47.5,127.5,2.066681
2090-01-01T12:00:00Z,-47.5,129.375,2.035492
2090-01-01T12:00:00Z,-47.5,131.25,2.026947
2090-01-01T12:00:00Z,-47.5,133.125,2.028656
2090-01-01T12:00:00Z,-47.5,135.0,2.0266113
2090-01-01T12:00:00Z,-47.5,136.875,2.027588
2090-01-01T12:00:00Z,-47.5,138.75,2.066925
2090-01-01T12:00:00Z,-47.5,140.625,2.2095032
2090-01-01T12:00:00Z,-47.5,142.5,2.4772034
2090-01-01T12:00:00Z,-47.5,144.375,2.7859497
2090-01-01T12:00:00Z,-47.5,146.25,3.0269165
2090-01-01T12:00:00Z,-47.5,148.125,3.128601
2090-01-01T12:00:00Z,-47.5,150.0,3.0455627
2090-01-01T12:00:00Z,-47.5,151.875,2.8613586
2090-01-01T12:00:00Z,-47.5,153.75,2.7251587
2090-01-01T12:00:00Z,-47.5,155.625,2.653534
2090-01-01T12:00:00Z,-47.5,157.5,2.6105347
2090-01-01T12:00:00Z,-47.5,159.375,2.5741272
2090-01-01T12:00:00Z,-47.5,161.25,2.5462646
2090-01-01T12:00:00Z,-47.5,163.125,2.5638428
2090-01-01T12:00:00Z,-47.5,165.0,2.707306
2090-01-01T12:00:00Z,-47.5,166.875,2.7749634
2090-01-01T12:00:00Z,-47.5,168.75,2.7112732
2090-01-01T12:00:00Z,-47.5,170.625,2.5830078
2090-01-01T12:00:00Z,-47.5,172.5,2.5048523
2090-01-01T12:00:00Z,-47.5,174.375,2.4370422
2090-01-01T12:00:00Z,-47.5,176.25,2.4239807
2090-01-01T12:00:00Z,-47.5,178.125,2.4198608
2090-01-01T12:00:00Z,-47.5,180.0,2.4077454
2090-01-01T12:00:00Z,-46.25,90.0,2.6079407
2090-01-01T12:00:00Z,-46.25,91.875,2.6367798
2090-01-01T12:00:00Z,-46.25,93.75,2.6907654
2090-01-01T12:00:00Z,-46.25,95.625,2.7349243
