time,latitude,longitude,tasmin_annual
UTC,degrees_north,degrees_east,K
2070-01-01T12:00:00Z,-50.0,90.0,1.8713074
2070-01-01T12:00:00Z,-50.0,91.875,1.8763733
2070-01-01T12:00:00Z,-50.0,93.75,1.9161987
2070-01-01T12:00:00Z,-50.0,95.625,1.9797974
2070-01-01T12:00:00Z,-50.0,97.5,2.0335693
2070-01-01T12:00:00Z,-50.0,99.375,2.0521545
2070-01-01T12:00:00Z,-50.0,101.25,2.0563965
2070-01-01T12:00:00Z,-50.0,103.125,2.0556946
2070-01-01T12:00:00Z,-50.0,105.0,2.0621338
2070-01-01T12:00:00Z,-50.0,106.875,2.0638123
2070-01-01T12:00:00Z,-50.0,108.75,2.0454102
2070-01-01T12:00:00Z,-50.0,110.625,2.0109863
2070-01-01T12:00:00Z,-50.0,112.5,1.9636841
2070-01-01T12:00:00Z,-50.0,114.375,1.9095154
2070-01-01T12:00:00Z,-50.0,116.25,1.8622131
2070-01-01T12:00:00Z,-50.0,118.125,1.8241272
2070-01-01T12:00:00Z,-50.0,120.0,1.7971802
2070-01-01T12:00:00Z,-50.0,121.875,1.7815247
2070-01-01T12:00:00Z,-50.0,123.75,1.7608948
2070-01-01T12:00:00Z,-50.0,125.625,1.727417
2070-01-01T12:00:00Z,-50.0,127.5,1.6955872
2070-01-01T12:00:00Z,-50.0,129.375,1.6756287
2070-01-01T12:00:00Z,-50.0,131.25,1.666687
2070-01-01T12:00:00Z,-50.0,133.125,1.6698914
2070-01-01T12:00:00Z,-50.0,135.0,1.6614075
2070-01-01T12:00:00Z,-50.0,136.875,1.6505737
2070-01-01T12:00:00Z,-50.0,138.75,1.6480713
2070-01-01T12:00:00Z,-50.0,140.625,1.6436462
2070-01-01T12:00:00Z,-50.0,142.5,1.6792908
2070-01-01T12:00:00Z,-50.0,144.375,1.7271118
2070-01-01T12:00:00Z,-50.0,146.25,1.7328796
2070-01-01T12:00:00Z,-50.0,148.125,1.6796265
2070-01-01T12:00:00Z,-50.0,150.0,1.6335449
2070-01-01T12:00:00Z,-50.0,151.875,1.6336365
2070-01-01T12:00:00Z,-50.0,153.75,1.644867
2070-01-01T12:00:00Z,-50.0,155.625,1.6470642
2070-01-01T12:00:00Z,-50.0,157.5,1.6477661
2070-01-01T12:00:00Z,-50.0,159.375,1.6496277
2070-01-01T12:00:00Z,-50.0,161.25,1.6515198
2070-01-01T12:00:00Z,-50.0,163.125,1.6430664
2070-01-01T12:00:00Z,-50.0,165.0,1.6431885
2070-01-01T12:00:00Z,-50.0,166.875,1.6508179
2070-01-01T12:00:00Z,-50.0,168.75,1.6112976
2070-01-01T12:00:00Z,-50.0,170.625,1.5798035
2070-01-01T12:00:00Z,-50.0,172.5,1.5687866
2070-01-01T12:00:00Z,-50.0,174.375,1.5431213
2070-01-01T12:00:00Z,-50.0,176.25,1.5158081
2070-01-01T12:00:00Z,-50.0,178.125,1.4956665
2070-01-01T12:00:00Z,-50.0,180.0,1.4744263
2070-01-01T12:00:00Z,-48.75,90.0,1.9411316
2070-01-01T12:00:00Z,-48.75,91.875,1.9459839
2070-01-01T12:00:00Z,-48.75,93.75,1.9904175
2070-01-01T12:00:00Z,-48.75,95.625,2.0567017
2070-01-01T12:00:00Z,-48.75,97.5,2.1004639
2070-01-01T12:00:00Z,-48.75,99.375,2.122345
2070-01-01T12:00:00Z,-48.75,101.25,2.1226196
2070-01-01T12:00:00Z,-48.75,103.125,2.1090088
2070-01-01T12:00:00Z,-48.75,105.0,2.1044922
2070-01-01T12:00:00Z,-48.75,106.875,2.092163
2070-01-01T12:00:00Z,-48.75,108.75,2.0618896
2070-01-01T12:00:00Z,-48.75,110.625,2.0162964
2070-01-01T12:00:00Z,-48.75,112.5,1.9636536
2070-01-01T12:00:00Z,-48.75,114.375,1.9026489
2070-01-01T12:00:00Z,-48.75,116.25,1.8562012
2070-01-01T12:00:00Z,-48.75,118.125,1.824585
2070-01-01T12:00:00Z,-48.75,120.0,1.7955322
2070-01-01T12:00:00Z,-48.75,121.875,1.7737122
2070-01-01T12:00:00Z,-48.75,123.75,1.7452087
2070-01-01T12:00:00Z,-48.75,125.625,1.7025146
2070-01-01T12:00:00Z,-48.75,127.5,1.6617126
2070-01-01T12:00:00Z,-48.75,129.375,1.6334839
2070-01-01T12:00:00Z,-48.75,131.25,1.6266785
2070-01-01T12:00:00Z,-48.75,133.125,1.6351624
2070-01-01T12:00:00Z,-48.75,135.0,1.6307068
2070-01-01T12:00:00Z,-48.75,136.875,1.6148376
2070-01-01T12:00:00Z,-48.75,138.75,1.6074524
2070-01-01T12:00:00Z,-48.75,140.625,1.6175232
2070-01-01T12:00:00Z,-48.75,142.5,1.6751099
2070-01-01T12:00:00Z,-48.75,144.375,1.7705994
2070-01-01T12:00:00Z,-48.75,146.25,1.8439331
2070-01-01T12:00:00Z,-48.75,148.125,1.8458252
2070-01-01T12:00:00Z,-48.75,150.0,1.8249207
2070-01-01T12:00:00Z,-48.75,151.875,1.812439
2070-01-01T12:00:00Z,-48.75,153.75,1.7955933
2070-01-01T12:00:00Z,-48.75,155.625,1.775238
2070-01-01T12:00:00Z,-48.75,157.5,1.7608337
2070-01-01T12:00:00Z,-48.75,159.375,1.7506104
2070-01-01T12:00:00Z,-48.75,161.25,1.7416077
2070-01-01T12:00:00Z,-48.75,163.125,1.7346191
2070-01-01T12:00:00Z,-48.75,165.0,1.774353
2070-01-01T12:00:00Z,-48.75,166.875,1.8096008
2070-01-01T12:00:00Z,-48.75,168.75,1.7618713
2070-01-01T12:00:00Z,-48.75,170.625,1.6875305
2070-01-01T12:00:00Z,-48.75,172.5,1.6548462
2070-01-01T12:00:00Z,-48.75,174.375,1.6282654
2070-01-01T12:00:00Z,-48.75,176.25,1.6036682
2070-01-01T12:00:00Z,-48.75,178.125,1.5791321
2070-01-01T12:00:00Z,-48.75,180.0,1.5479431
2070-01-01T12:00:00Z,-47.5,90.0,1.9906311
2070-01-01T12:00:00Z,-47.5,91.875,2.0042114
2070-01-01T12:00:00Z,-47.5,93.75,2.0527039
2070-01-01T12:00:00Z,-47.5,95.625,2.1037903
2070-01-01T12:00:00Z,-47.5,97.5,2.141571
2070-01-01T12:00:00Z,-47.5,99.375,2.1489868
2070-01-01T12:00:00Z,-47.5,101.25,2.1413574
