time,latitude,longitude,pr_annual
UTC,degrees_north,degrees_east,Percent change
2030-01-01T12:00:00Z,-50.0,90.0,1.1961708
2030-01-01T12:00:00Z,-50.0,91.875,1.4651936
2030-01-01T12:00:00Z,-50.0,93.75,1.6839501
2030-01-01T12:00:00Z,-50.0,95.625,1.3141252
2030-01-01T12:00:00Z,-50.0,97.5,0.7841527
2030-01-01T12:00:00Z,-50.0,99.375,1.6256293
2030-01-01T12:00:00Z,-50.0,101.25,2.956167
2030-01-01T12:00:00Z,-50.0,103.125,2.540003
2030-01-01T12:00:00Z,-50.0,105.0,2.9641654
2030-01-01T12:00:00Z,-50.0,106.875,3.3402827
2030-01-01T12:00:00Z,-50.0,108.75,3.6080055
2030-01-01T12:00:00Z,-50.0,110.625,3.244732
2030-01-01T12:00:00Z,-50.0,112.5,2.6271853
2030-01-01T12:00:00Z,-50.0,114.375,2.5504727
2030-01-01T12:00:00Z,-50.0,116.25,1.9910628
2030-01-01T12:00:00Z,-50.0,118.125,1.80769
2030-01-01T12:00:00Z,-50.0,120.0,1.5778588
2030-01-01T12:00:00Z,-50.0,121.875,1.5556344
2030-01-01T12:00:00Z,-50.0,123.75,1.7984796
2030-01-01T12:00:00Z,-50.0,125.625,2.5895293
2030-01-01T12:00:00Z,-50.0,127.5,3.1890695
2030-01-01T12:00:00Z,-50.0,129.375,2.440336
2030-01-01T12:00:00Z,-50.0,131.25,1.5057724
2030-01-01T12:00:00Z,-50.0,133.125,2.3871272
2030-01-01T12:00:00Z,-50.0,135.0,4.2560616
2030-01-01T12:00:00Z,-50.0,136.875,5.175485
2030-01-01T12:00:00Z,-50.0,138.75,5.6835847
2030-01-01T12:00:00Z,-50.0,140.625,6.5513673
2030-01-01T12:00:00Z,-50.0,142.5,5.136019
2030-01-01T12:00:00Z,-50.0,144.375,4.540908
2030-01-01T12:00:00Z,-50.0,146.25,3.5104284
2030-01-01T12:00:00Z,-50.0,148.125,2.9201088
2030-01-01T12:00:00Z,-50.0,150.0,1.9830863
2030-01-01T12:00:00Z,-50.0,151.875,1.3523476
2030-01-01T12:00:00Z,-50.0,153.75,2.2911792
2030-01-01T12:00:00Z,-50.0,155.625,3.8045924
2030-01-01T12:00:00Z,-50.0,157.5,4.963271
2030-01-01T12:00:00Z,-50.0,159.375,4.336781
2030-01-01T12:00:00Z,-50.0,161.25,4.6300097
