time,latitude,longitude,tasmax_annual
UTC,degrees_north,degrees_east,K
2030-01-01T12:00:00Z,-50.0,90.0,0.4916687
2030-01-01T12:00:00Z,-50.0,91.875,0.5019226
2030-01-01T12:00:00Z,-50.0,93.75,0.52371216
2030-01-01T12:00:00Z,-50.0,95.625,0.54125977
2030-01-01T12:00:00Z,-50.0,97.5,0.55892944
2030-01-01T12:00:00Z,-50.0,99.375,0.5628052
2030-01-01T12:00:00Z,-50.0,101.25,0.56103516
2030-01-01T12:00:00Z,-50.0,103.125,0.56539917
2030-01-01T12:00:00Z,-50.0,105.0,0.5716553
2030-01-01T12:00:00Z,-50.0,106.875,0.5698242
2030-01-01T12:00:00Z,-50.0,108.75,0.5588379
2030-01-01T12:00:00Z,-50.0,110.625,0.5388794
2030-01-01T12:00:00Z,-50.0,112.5,0.52719116
2030-01-01T12:00:00Z,-50.0,114.375,0.5194397
2030-01-01T12:00:00Z,-50.0,116.25,0.49517822
2030-01-01T12:00:00Z,-50.0,118.125,0.48583984
2030-01-01T12:00:00Z,-50.0,120.0,0.4734497
2030-01-01T12:00:00Z,-50.0,121.875,0.46032715
2030-01-01T12:00:00Z,-50.0,123.75,0.44628906
2030-01-01T12:00:00Z,-50.0,125.625,0.43515015
2030-01-01T12:00:00Z,-50.0,127.5,0.42132568
2030-01-01T12:00:00Z,-50.0,129.375,0.4260559
2030-01-01T12:00:00Z,-50.0,131.25,0.43380737
2030-01-01T12:00:00Z,-50.0,133.125,0.44592285
2030-01-01T12:00:00Z,-50.0,135.0,0.44607544
2030-01-01T12:00:00Z,-50.0,136.875,0.4416504
2030-01-01T12:00:00Z,-50.0,138.75,0.43600464
2030-01-01T12:00:00Z,-50.0,140.625,0.44482422
2030-01-01T12:00:00Z,-50.0,142.5,0.46670532
2030-01-01T12:00:00Z,-50.0,144.375,0.49499512
2030-01-01T12:00:00Z,-50.0,146.25,0.5159302
2030-01-01T12:00:00Z,-50.0,148.125,0.52737427
2030-01-01T12:00:00Z,-50.0,150.0,0.5272827
2030-01-01T12:00:00Z,-50.0,151.875,0.52926636
2030-01-01T12:00:00Z,-50.0,153.75,0.53100586
2030-01-01T12:00:00Z,-50.0,155.625,0.54345703
2030-01-01T12:00:00Z,-50.0,157.5,0.5561218
2030-01-01T12:00:00Z,-50.0,159.375,0.55908203
2030-01-01T12:00:00Z,-50.0,161.25,0.5492554
2030-01-01T12:00:00Z,-50.0,163.125,0.5235901
2030-01-01T12:00:00Z,-50.0,165.0,0.5052185
2030-01-01T12:00:00Z,-50.0,166.875,0.5122986
2030-01-01T12:00:00Z,-50.0,168.75,0.5011902
2030-01-01T12:00:00Z,-50.0,170.625,0.50183105
2030-01-01T12:00:00Z,-50.0,172.5,0.510437
2030-01-01T12:00:00Z,-50.0,174.375,0.51071167
2030-01-01T12:00:00Z,-50.0,176.25,0.50634766
2030-01-01T12:00:00Z,-50.0,178.125,0.49856567
2030-01-01T12:00:00Z,-50.0,180.0,0.49188232
2030-01-01T12:00:00Z,-48.75,90.0,0.56936646
2030-01-01T12:00:00Z,-48.75,91.875,0.5804138
2030-01-01T12:00:00Z,-48.75,93.75,0.59591675
2030-01-01T12:00:00Z,-48.75,95.625,0.61047363
2030-01-01T12:00:00Z,-48.75,97.5,0.61502075
2030-01-01T12:00:00Z,-48.75,99.375,0.6079407
2030-01-01T12:00:00Z,-48.75,101.25,0.60913086
2030-01-01T12:00:00Z,-48.75,103.125,0.60754395
2030-01-01T12:00:00Z,-48.75,105.0,0.60446167
2030-01-01T12:00:00Z,-48.75,106.875,0.59558105
2030-01-01T12:00:00Z,-48.75,108.75,0.5826111
2030-01-01T12:00:00Z,-48.75,110.625,0.55947876
2030-01-01T12:00:00Z,-48.75,112.5,0.5338135
2030-01-01T12:00:00Z,-48.75,114.375,0.5079346
2030-01-01T12:00:00Z,-48.75,116.25,0.4867859
2030-01-01T12:00:00Z,-48.75,118.125,0.47561646
2030-01-01T12:00:00Z,-48.75,120.0,0.4613037
2030-01-01T12:00:00Z,-48.75,121.875,0.4482727
2030-01-01T12:00:00Z,-48.75,123.75,0.4345398
2030-01-01T12:00:00Z,-48.75,125.625,0.41882324
2030-01-01T12:00:00Z,-48.75,127.5,0.4099121
2030-01-01T12:00:00Z,-48.75,129.375,0.412323
2030-01-01T12:00:00Z,-48.75,131.25,0.4229126
2030-01-01T12:00:00Z,-48.75,133.125,0.43249512
2030-01-01T12:00:00Z,-48.75,135.0,0.44345093
2030-01-01T12:00:00Z,-48.75,136.875,0.44317627
2030-01-01T12:00:00Z,-48.75,138.75,0.44735718
2030-01-01T12:00:00Z,-48.75,140.625,0.46383667
2030-01-01T12:00:00Z,-48.75,142.5,0.49002075
2030-01-01T12:00:00Z,-48.75,144.375,0.53356934
2030-01-01T12:00:00Z,-48.75,146.25,0.5753479
2030-01-01T12:00:00Z,-48.75,148.125,0.5883789
2030-01-01T12:00:00Z,-48.75,150.0,0.5887451
2030-01-01T12:00:00Z,-48.75,151.875,0.5913086
2030-01-01T12:00:00Z,-48.75,153.75,0.59072876
2030-01-01T12:00:00Z,-48.75,155.625,0.5952759
2030-01-01T12:00:00Z,-48.75,157.5,0.6004944
2030-01-01T12:00:00Z,-48.75,159.375,0.59802246
2030-01-01T12:00:00Z,-48.75,161.25,0.5786438
2030-01-01T12:00:00Z,-48.75,163.125,0.5518799
2030-01-01T12:00:00Z,-48.75,165.0,0.56848145
2030-01-01T12:00:00Z,-48.75,166.875,0.58358765
2030-01-01T12:00:00Z,-48.75,168.75,0.5574341
2030-01-01T12:00:00Z,-48.75,170.625,0.5463562
2030-01-01T12:00:00Z,-48.75,172.5,0.5550232
2030-01-01T12:00:00Z,-48.75,174.375,0.5562439
2030-01-01T12:00:00Z,-48.75,176.25,0.55178833
2030-01-01T12:00:00Z,-48.75,178.125,0.535614
2030-01-01T12:00:00Z,-48.75,180.0,0.5215759
2030-01-01T12:00:00Z,-47.5,90.0,0.62649536
2030-01-01T12:00:00Z,-47.5,91.875,0.6307373
2030-01-01T12:00:00Z,-47.5,93.75,0.6400757
2030-01-01T12:00:00Z,-47.5,95.625,0.6441345
2030-01-01T12:00:00Z,-47.5,97.5,0.6380615
2030-01-01T12:00:00Z,-47.5,99.375,0.6347351
2030-01-01T12:00:00Z,-47.5,101.25,0.6225281
2030-01-01T12:00:00Z,-47.5,103.125,0.61782837
2030-01-01T12:00:00Z,-47.5,105.0,0.60787964
2030-01-01T12:00:00Z,-47.5,106.875,0.5946045
2030-01-01T12:00:00Z,-47.5,108.75,0.5624695
2030-01-01T12:00:00Z,-47.5,110.625,0.5354004
2030-01-01T12:00:00Z,-47.5,112.5,0.49865723
2030-01-01T12:00:00Z,-47.5,114.375,0.47338867
2030-01-01T12:00:00Z,-47.5,116.25,0.4631958
2030-01-01T12:00:00Z,-47.5,118.125,0.4533081
2030-01-01T12:00:00Z,-47.5,120.0,0.44683838
2030-01-01T12:00:00Z,-47.5,121.875,0.43084717
2030-01-01T12:00:00Z,-47.5,123.75,0.42166138
2030-01-01T12:00:00Z,-47.5,125.625,0.41122437
2030-01-01T12:00:00Z,-47.5,127.5,0.41033936
2030-01-01T12:00:00Z,-47.5,129.375,0.41348267
2030-01-01T12:00:00Z,-47.5,131.25,0.4281006
2030-01-01T12:00:00Z,-47.5,133.125,0.4433899
2030-01-01T12:00:00Z,-47.5,135.0,0.45761108
2030-01-01T12:00:00Z,-47.5,136.875,0.46966553
2030-01-01T12:00:00Z,-47.5,138.75,0.47351074
2030-01-01T12:00:00Z,-47.5,140.625,0.50006104
2030-01-01T12:00:00Z,-47.5,142.5,0.54748535
2030-01-01T12:00:00Z,-47.5,144.375,0.60357666
2030-01-01T12:00:00Z,-47.5,146.25,0.66174316
2030-01-01T12:00:00Z,-47.5,148.125,0.6856079
2030-01-01T12:00:00Z,-47.5,150.0,0.69454956
2030-01-01T12:00:00Z,-47.5,151.875,0.6807251
2030-01-01T12:00:00Z,-47.5,153.75,0.6656494
2030-01-01T12:00:00Z,-47.5,155.625,0.65322876
2030-01-01T12:00:00Z,-47.5,157.5,0.64645386
2030-01-01T12:00:00Z,-47.5,159.375,0.6326904
2030-01-01T12:00:00Z,-47.5,161.25,0.6137085
2030-01-01T12:00:00Z,-47.5,163.125,0.6021118
2030-01-01T12:00:00Z,-47.5,165.0,0.63186646
2030-01-01T12:00:00Z,-47.5,166.875,0.6529541
2030-01-01T12:00:00Z,-47.5,168.75,0.62612915
2030-01-01T12:00:00Z,-47.5,170.625,0.5946655
2030-01-01T12:00:00Z,-47.5,172.5,0.59552
2030-01-01T12:00:00Z,-47.5,174.375,0.5896301
2030-01-01T12:00:00Z,-47.5,176.25,0.58898926
2030-01-01T12:00:00Z,-47.5,178.125,0.5801697
2030-01-01T12:00:00Z,-47.5,180.0,0.5733948
2030-01-01T12:00:00Z,-46.25,90.0,0.65914917
2030-01-01T12:00:00Z,-46.25,91.875,0.6559448
2030-01-01T12:00:00Z,-46.25,93.75,0.65802
2030-01-01T12:00:00Z,-46.25,95.625,0.645874
2030-01-01T12:00:00Z,-46.25,97.5,0.6281738
2030-01-01T12:00:00Z,-46.25,99.375,0.61868286
2030-01-01T12:00:00Z,-46.25,101.25,0.59942627
2030-01-01T12:00:00Z,-46.25,103.125,0.5858154
2030-01-01T12:00:00Z,-46.25,105.0,0.5725403
2030-01-01T12:00:00Z,-46.25,106.875,0.5534973
2030-01-01T12:00:00Z,-46.25,108.75,0.52420044
2030-01-01T12:00:00Z,-46.25,110.625,0.49945068
2030-01-01T12:00:00Z,-46.25,112.5,0.4706726
2030-01-01T12:00:00Z,-46.25,114.375,0.4536438
2030-01-01T12:00:00Z,-46.25,116.25,0.4437561
2030-01-01T12:00:00Z,-46.25,118.125,0.4467163
2030-01-01T12:00:00Z,-46.25,120.0,0.43753052
2030-01-01T12:00:00Z,-46.25,121.875,0.42858887
2030-01-01T12:00:00Z,-46.25,123.75,0.42947388
2030-01-01T12:00:00Z,-46.25,125.625,0.4284973
2030-01-01T12:00:00Z,-46.25,127.5,0.43103027
2030-01-01T12:00:00Z,-46.25,129.375,0.44458008
2030-01-01T12:00:00Z,-46.25,131.25,0.46206665
2030-01-01T12:00:00Z,-46.25,133.125,0.47247314
2030-01-01T12:00:00Z,-46.25,135.0,0.48260498
2030-01-01T12:00:00Z,-46.25,136.875,0.48510742
2030-01-01T12:00:00Z,-46.25,138.75,0.49798584
2030-01-01T12:00:00Z,-46.25,140.625,0.5352783
2030-01-01T12:00:00Z,-46.25,142.5,0.6039429
2030-01-01T12:00:00Z,-46.25,144.375,0.6904907
2030-01-01T12:00:00Z,-46.25,146.25,0.7678528
2030-01-01T12:00:00Z,-46.25,148.125,0.824646
2030-01-01T12:00:00Z,-46.25,150.0,0.83758545
2030-01-01T12:00:00Z,-46.25,151.875,0.78567505
2030-01-01T12:00:00Z,-46.25,153.75,0.7341614
2030-01-01T12:00:00Z,-46.25,155.625,0.70806885
2030-01-01T12:00:00Z,-46.25,157.5,0.6968994
