time,latitude,longitude,pr_annual
UTC,degrees_north,degrees_east,Percent change
2050-01-01T12:00:00Z,-50.0,90.0,4.4522758
2050-01-01T12:00:00Z,-50.0,91.875,4.40979
2050-01-01T12:00:00Z,-50.0,93.75,5.9447374
2050-01-01T12:00:00Z,-50.0,95.625,7.1440153
2050-01-01T12:00:00Z,-50.0,97.5,6.4961762
2050-01-01T12:00:00Z,-50.0,99.375,6.138916
2050-01-01T12:00:00Z,-50.0,101.25,6.203246
2050-01-01T12:00:00Z,-50.0,103.125,5.0574393
2050-01-01T12:00:00Z,-50.0,105.0,4.538538
2050-01-01T12:00:00Z,-50.0,106.875,4.425008
2050-01-01T12:00:00Z,-50.0,108.75,4.8341584
2050-01-01T12:00:00Z,-50.0,110.625,4.5978904
2050-01-01T12:00:00Z,-50.0,112.5,4.575277
2050-01-01T12:00:00Z,-50.0,114.375,4.1173654
2050-01-01T12:00:00Z,-50.0,116.25,2.6213229
2050-01-01T12:00:00Z,-50.0,118.125,1.6974114
2050-01-01T12:00:00Z,-50.0,120.0,1.310086
2050-01-01T12:00:00Z,-50.0,121.875,-0.16654691
2050-01-01T12:00:00Z,-50.0,123.75,0.5047926
2050-01-01T12:00:00Z,-50.0,125.625,1.0242645
2050-01-01T12:00:00Z,-50.0,127.5,-0.27138135
2050-01-01T12:00:00Z,-50.0,129.375,-0.85759723
2050-01-01T12:00:00Z,-50.0,131.25,-1.1032028
2050-01-01T12:00:00Z,-50.0,133.125,-0.87953246
2050-01-01T12:00:00Z,-50.0,135.0,-0.40590116
2050-01-01T12:00:00Z,-50.0,136.875,0.19023581
2050-01-01T12:00:00Z,-50.0,138.75,1.3933071
2050-01-01T12:00:00Z,-50.0,140.625,3.5558739
2050-01-01T12:00:00Z,-50.0,142.5,5.3076863
2050-01-01T12:00:00Z,-50.0,144.375,5.609334
2050-01-01T12:00:00Z,-50.0,146.25,3.6568694
2050-01-01T12:00:00Z,-50.0,148.125,1.2798603
2050-01-01T12:00:00Z,-50.0,150.0,-0.18302648
2050-01-01T12:00:00Z,-50.0,151.875,1.3228526
2050-01-01T12:00:00Z,-50.0,153.75,2.1487026
2050-01-01T12:00:00Z,-50.0,155.625,1.1089944
2050-01-01T12:00:00Z,-50.0,157.5,1.8838466
2050-01-01T12:00:00Z,-50.0,159.375,4.6718893
2050-01-01T12:00:00Z,-50.0,161.25,6.3484507
2050-01-01T12:00:00Z,-50.0,163.125,6.2768936
2050-01-01T12:00:00Z,-50.0,165.0,5.456049
2050-01-01T12:00:00Z,-50.0,166.875,7.863677
2050-01-01T12:00:00Z,-50.0,168.75,7.1483374
2050-01-01T12:00:00Z,-50.0,170.625,7.624663
2050-01-01T12:00:00Z,-50.0,172.5,5.6560326
2050-01-01T12:00:00Z,-50.0,174.375,4.183013
2050-01-01T12:00:00Z,-50.0,176.25,2.2623296
2050-01-01T12:00:00Z,-50.0,178.125,1.1490166
2050-01-01T12:00:00Z,-50.0,180.0,3.1431284
2050-01-01T12:00:00Z,-48.75,90.0,5.5238323
2050-01-01T12:00:00Z,-48.75,91.875,6.0197635
2050-01-01T12:00:00Z,-48.75,93.75,5.9337473
2050-01-01T12:00:00Z,-48.75,95.625,6.101775
2050-01-01T12:00:00Z,-48.75,97.5,6.248919
2050-01-01T12:00:00Z,-48.75,99.375,5.851651
2050-01-01T12:00:00Z,-48.75,101.25,4.706768
2050-01-01T12:00:00Z,-48.75,103.125,3.9239845
2050-01-01T12:00:00Z,-48.75,105.0,4.6034975
2050-01-01T12:00:00Z,-48.75,106.875,5.622066
2050-01-01T12:00:00Z,-48.75,108.75,5.1123457
2050-01-01T12:00:00Z,-48.75,110.625,3.1658502
2050-01-01T12:00:00Z,-48.75,112.5,1.2555335
2050-01-01T12:00:00Z,-48.75,114.375,-0.39474338
2050-01-01T12:00:00Z,-48.75,116.25,0.18001497
2050-01-01T12:00:00Z,-48.75,118.125,-0.12559266
2050-01-01T12:00:00Z,-48.75,120.0,-1.1446211
2050-01-01T12:00:00Z,-48.75,121.875,-1.449986
2050-01-01T12:00:00Z,-48.75,123.75,-0.575184
2050-01-01T12:00:00Z,-48.75,125.625,-1.2134563
2050-01-01T12:00:00Z,-48.75,127.5,-2.1526372
2050-01-01T12:00:00Z,-48.75,129.375,-2.6328228
2050-01-01T12:00:00Z,-48.75,131.25,-2.1129003
2050-01-01T12:00:00Z,-48.75,133.125,-0.8435776
2050-01-01T12:00:00Z,-48.75,135.0,-0.18205178
2050-01-01T12:00:00Z,-48.75,136.875,0.53874725
2050-01-01T12:00:00Z,-48.75,138.75,0.9247703
