time,latitude,longitude,tasmin_annual
UTC,degrees_north,degrees_east,K
2090-01-01T12:00:00Z,-50.0,90.0,2.5854492
2090-01-01T12:00:00Z,-50.0,91.875,2.5753174
2090-01-01T12:00:00Z,-50.0,93.75,2.6187134
2090-01-01T12:00:00Z,-50.0,95.625,2.6861572
2090-01-01T12:00:00Z,-50.0,97.5,2.7435608
2090-01-01T12:00:00Z,-50.0,99.375,2.7619934
2090-01-01T12:00:00Z,-50.0,101.25,2.766693
2090-01-01T12:00:00Z,-50.0,103.125,2.7671814
2090-01-01T12:00:00Z,-50.0,105.0,2.7827454
2090-01-01T12:00:00Z,-50.0,106.875,2.7951965
2090-01-01T12:00:00Z,-50.0,108.75,2.7627563
2090-01-01T12:00:00Z,-50.0,110.625,2.7004395
2090-01-01T12:00:00Z,-50.0,112.5,2.6298828
2090-01-01T12:00:00Z,-50.0,114.375,2.5560608
2090-01-01T12:00:00Z,-50.0,116.25,2.4939575
2090-01-01T12:00:00Z,-50.0,118.125,2.4516907
2090-01-01T12:00:00Z,-50.0,120.0,2.405487
2090-01-01T12:00:00Z,-50.0,121.875,2.3653564
2090-01-01T12:00:00Z,-50.0,123.75,2.3230896
2090-01-01T12:00:00Z,-50.0,125.625,2.27417
2090-01-01T12:00:00Z,-50.0,127.5,2.2348328
2090-01-01T12:00:00Z,-50.0,129.375,2.2108154
2090-01-01T12:00:00Z,-50.0,131.25,2.199707
2090-01-01T12:00:00Z,-50.0,133.125,2.208252
2090-01-01T12:00:00Z,-50.0,135.0,2.209076
2090-01-01T12:00:00Z,-50.0,136.875,2.2081604
2090-01-01T12:00:00Z,-50.0,138.75,2.2115173
2090-01-01T12:00:00Z,-50.0,140.625,2.2028503
2090-01-01T12:00:00Z,-50.0,142.5,2.2282104
2090-01-01T12:00:00Z,-50.0,144.375,2.2658386
2090-01-01T12:00:00Z,-50.0,146.25,2.2582703
2090-01-01T12:00:00Z,-50.0,148.125,2.1950073
2090-01-01T12:00:00Z,-50.0,150.0,2.155426
2090-01-01T12:00:00Z,-50.0,151.875,2.1701965
2090-01-01T12:00:00Z,-50.0,153.75,2.1846313
2090-01-01T12:00:00Z,-50.0,155.625,2.1809998
2090-01-01T12:00:00Z,-50.0,157.5,2.169098
2090-01-01T12:00:00Z,-50.0,159.375,2.165619
2090-01-01T12:00:00Z,-50.0,161.25,2.166565
2090-01-01T12:00:00Z,-50.0,163.125,2.1538696
2090-01-01T12:00:00Z,-50.0,165.0,2.1568909
2090-01-01T12:00:00Z,-50.0,166.875,2.1904602
2090-01-01T12:00:00Z,-50.0,168.75,2.1560059
2090-01-01T12:00:00Z,-50.0,170.625,2.123932
2090-01-01T12:00:00Z,-50.0,172.5,2.1116638
2090-01-01T12:00:00Z,-50.0,174.375,2.0821228
2090-01-01T12:00:00Z,-50.0,176.25,2.0603943
2090-01-01T12:00:00Z,-50.0,178.125,2.0430603
2090-01-01T12:00:00Z,-50.0,180.0,2.0274658
2090-01-01T12:00:00Z,-48.75,90.0,2.6667786
2090-01-01T12:00:00Z,-48.75,91.875,2.6514587
2090-01-01T12:00:00Z,-48.75,93.75,2.6931458
2090-01-01T12:00:00Z,-48.75,95.625,2.761963
2090-01-01T12:00:00Z,-48.75,97.5,2.8171387
2090-01-01T12:00:00Z,-48.75,99.375,2.849701
2090-01-01T12:00:00Z,-48.75,101.25,2.8620605
2090-01-01T12:00:00Z,-48.75,103.125,2.8544006
2090-01-01T12:00:00Z,-48.75,105.0,2.8545227
2090-01-01T12:00:00Z,-48.75,106.875,2.8357544
2090-01-01T12:00:00Z,-48.75,108.75,2.7846375
2090-01-01T12:00:00Z,-48.75,110.625,2.7065735
2090-01-01T12:00:00Z,-48.75,112.5,2.6291504
2090-01-01T12:00:00Z,-48.75,114.375,2.5549316
2090-01-01T12:00:00Z,-48.75,116.25,2.5114746
2090-01-01T12:00:00Z,-48.75,118.125,2.4734497
2090-01-01T12:00:00Z,-48.75,120.0,2.429596
2090-01-01T12:00:00Z,-48.75,121.875,2.3867493
2090-01-01T12:00:00Z,-48.75,123.75,2.3308105
2090-01-01T12:00:00Z,-48.75,125.625,2.2702637
2090-01-01T12:00:00Z,-48.75,127.5,2.2211914
2090-01-01T12:00:00Z,-48.75,129.375,2.1842346
2090-01-01T12:00:00Z,-48.75,131.25,2.1741638
2090-01-01T12:00:00Z,-48.75,133.125,2.1852722
2090-01-01T12:00:00Z,-48.75,135.0,2.1798706
2090-01-01T12:00:00Z,-48.75,136.875,2.1686401
2090-01-01T12:00:00Z,-48.75,138.75,2.1610413
2090-01-01T12:00:00Z,-48.75,140.625,2.1715088
2090-01-01T12:00:00Z,-48.75,142.5,2.2426758
2090-01-01T12:00:00Z,-48.75,144.375,2.3691406
2090-01-01T12:00:00Z,-48.75,146.25,2.4628906
2090-01-01T12:00:00Z,-48.75,148.125,2.4751892
2090-01-01T12:00:00Z,-48.75,150.0,2.4554138
2090-01-01T12:00:00Z,-48.75,151.875,2.4263916
2090-01-01T12:00:00Z,-48.75,153.75,2.3888245
2090-01-01T12:00:00Z,-48.75,155.625,2.3495178
2090-01-01T12:00:00Z,-48.75,157.5,2.316742
2090-01-01T12:00:00Z,-48.75,159.375,2.3001099
2090-01-01T12:00:00Z,-48.75,161.25,2.2919617
2090-01-01T12:00:00Z,-48.75,163.125,2.2884521
2090-01-01T12:00:00Z,-48.75,165.0,2.3679504
2090-01-01T12:00:00Z,-48.75,166.875,2.4432373
2090-01-01T12:00:00Z,-48.75,168.75,2.400116
2090-01-01T12:00:00Z,-48.75,170.625,2.2935486
2090-01-01T12:00:00Z,-48.75,172.5,2.2434387
2090-01-01T12:00:00Z,-48.75,174.375,2.2147522
2090-01-01T12:00:00Z,-48.75,176.25,2.207306
2090-01-01T12:00:00Z,-48.75,178.125,2.1943054
2090-01-01T12:00:00Z,-48.75,180.0,2.1645813
2090-01-01T12:00:00Z,-47.5,90.0,2.7094727
2090-01-01T12:00:00Z,-47.5,91.875,2.7108765
2090-01-01T12:00:00Z,-47.5,93.75,2.7626343
2090-01-01T12:00:00Z,-47.5,95.625,2.824463
2090-01-01T12:00:00Z,-47.5,97.5,2.8717346
2090-01-01T12:00:00Z,-47.5,99.375,2.8909912
2090-01-01T12:00:00Z,-47.5,101.25,2.8897705
2090-01-01T12:00:00Z,-47.5,103.125,2.8678284
2090-01-01T12:00:00Z,-47.5,105.0,2.8387756
2090-01-01T12:00:00Z,-47.5,106.875,2.8020325
2090-01-01T12:00:00Z,-47.5,108.75,2.7384338
2090-01-01T12:00:00Z,-47.5,110.625,2.6499023
2090-01-01T12:00:00Z,-47.5,112.5,2.571289
