time,latitude,longitude,rsds_annual
UTC,degrees_north,degrees_east,Percent change
2090-01-01T12:00:00Z,-50.0,90.0,-4.066239
2090-01-01T12:00:00Z,-50.0,91.875,-4.0941796
2090-01-01T12:00:00Z,-50.0,93.75,-4.432492
2090-01-01T12:00:00Z,-50.0,95.625,-4.597659
2090-01-01T12:00:00Z,-50.0,97.5,-4.7486386
2090-01-01T12:00:00Z,-50.0,99.375,-4.5907364
2090-01-01T12:00:00Z,-50.0,101.25,-4.6925282
2090-01-01T12:00:00Z,-50.0,103.125,-4.8629217
2090-01-01T12:00:00Z,-50.0,105.0,-5.0510173
2090-01-01T12:00:00Z,-50.0,106.875,-5.0068407
2090-01-01T12:00:00Z,-50.0,108.75,-4.9613895
2090-01-01T12:00:00Z,-50.0,110.625,-4.693571
2090-01-01T12:00:00Z,-50.0,112.5,-4.307528
2090-01-01T12:00:00Z,-50.0,114.375,-4.1702156
2090-01-01T12:00:00Z,-50.0,116.25,-3.9437664
2090-01-01T12:00:00Z,-50.0,118.125,-3.8861353
2090-01-01T12:00:00Z,-50.0,120.0,-4.1567626
2090-01-01T12:00:00Z,-50.0,121.875,-4.02871
2090-01-01T12:00:00Z,-50.0,123.75,-4.163632
2090-01-01T12:00:00Z,-50.0,125.625,-3.916002
2090-01-01T12:00:00Z,-50.0,127.5,-3.5330317
2090-01-01T12:00:00Z,-50.0,129.375,-3.5574665
2090-01-01T12:00:00Z,-50.0,131.25,-3.7602189
2090-01-01T12:00:00Z,-50.0,133.125,-4.147878
2090-01-01T12:00:00Z,-50.0,135.0,-4.2174788
2090-01-01T12:00:00Z,-50.0,136.875,-4.565705
2090-01-01T12:00:00Z,-50.0,138.75,-4.592065
2090-01-01T12:00:00Z,-50.0,140.625,-4.3994894
2090-01-01T12:00:00Z,-50.0,142.5,-4.314955
2090-01-01T12:00:00Z,-50.0,144.375,-4.271558
2090-01-01T12:00:00Z,-50.0,146.25,-3.4109075
2090-01-01T12:00:00Z,-50.0,148.125,-2.186674
2090-01-01T12:00:00Z,-50.0,150.0,-1.6940984
2090-01-01T12:00:00Z,-50.0,151.875,-1.7715071
2090-01-01T12:00:00Z,-50.0,153.75,-2.106064
2090-01-01T12:00:00Z,-50.0,155.625,-2.5049648
2090-01-01T12:00:00Z,-50.0,157.5,-2.6590083
2090-01-01T12:00:00Z,-50.0,159.375,-2.6911783
2090-01-01T12:00:00Z,-50.0,161.25,-3.0488536
2090-01-01T12:00:00Z,-50.0,163.125,-3.7239058
2090-01-01T12:00:00Z,-50.0,165.0,-3.549701
2090-01-01T12:00:00Z,-50.0,166.875,-3.555479
2090-01-01T12:00:00Z,-50.0,168.75,-3.0141304
2090-01-01T12:00:00Z,-50.0,170.625,-3.2084148
2090-01-01T12:00:00Z,-50.0,172.5,-3.1799352
2090-01-01T12:00:00Z,-50.0,174.375,-3.6595042
2090-01-01T12:00:00Z,-50.0,176.25,-3.944549
2090-01-01T12:00:00Z,-50.0,178.125,-3.9945226
2090-01-01T12:00:00Z,-50.0,180.0,-3.8508246
2090-01-01T12:00:00Z,-48.75,90.0,-3.4940777
2090-01-01T12:00:00Z,-48.75,91.875,-3.499924
2090-01-01T12:00:00Z,-48.75,93.75,-3.6010144
2090-01-01T12:00:00Z,-48.75,95.625,-3.6125984
2090-01-01T12:00:00Z,-48.75,97.5,-3.7179618
2090-01-01T12:00:00Z,-48.75,99.375,-3.8849645
2090-01-01T12:00:00Z,-48.75,101.25,-3.7923574
2090-01-01T12:00:00Z,-48.75,103.125,-3.7725918
2090-01-01T12:00:00Z,-48.75,105.0,-4.034341
2090-01-01T12:00:00Z,-48.75,106.875,-4.338226
2090-01-01T12:00:00Z,-48.75,108.75,-4.2024994
2090-01-01T12:00:00Z,-48.75,110.625,-3.5262012
2090-01-01T12:00:00Z,-48.75,112.5,-3.3869486
2090-01-01T12:00:00Z,-48.75,114.375,-3.212089
2090-01-01T12:00:00Z,-48.75,116.25,-3.3503494
2090-01-01T12:00:00Z,-48.75,118.125,-3.8292942
2090-01-01T12:00:00Z,-48.75,120.0,-3.7057073
2090-01-01T12:00:00Z,-48.75,121.875,-3.833154
2090-01-01T12:00:00Z,-48.75,123.75,-3.6278646
2090-01-01T12:00:00Z,-48.75,125.625,-3.4126263
2090-01-01T12:00:00Z,-48.75,127.5,-3.1145837
2090-01-01T12:00:00Z,-48.75,129.375,-3.1080723
2090-01-01T12:00:00Z,-48.75,131.25,-3.5017807
2090-01-01T12:00:00Z,-48.75,133.125,-3.6721568
2090-01-01T12:00:00Z,-48.75,135.0,-3.8874137
2090-01-01T12:00:00Z,-48.75,136.875,-4.1525044
2090-01-01T12:00:00Z,-48.75,138.75,-4.0451765
2090-01-01T12:00:00Z,-48.75,140.625,-3.542425
2090-01-01T12:00:00Z,-48.75,142.5,-3.0156968
2090-01-01T12:00:00Z,-48.75,144.375,-2.5197697
2090-01-01T12:00:00Z,-48.75,146.25,-2.205558
2090-01-01T12:00:00Z,-48.75,148.125,-1.4473187
2090-01-01T12:00:00Z,-48.75,150.0,-1.0910088
2090-01-01T12:00:00Z,-48.75,151.875,-1.310579
2090-01-01T12:00:00Z,-48.75,153.75,-1.7255654
2090-01-01T12:00:00Z,-48.75,155.625,-1.5186671
2090-01-01T12:00:00Z,-48.75,157.5,-1.6050509
2090-01-01T12:00:00Z,-48.75,159.375,-1.5895165
2090-01-01T12:00:00Z,-48.75,161.25,-1.9392179
