time,latitude,longitude,rsds_annual
UTC,degrees_north,degrees_east,Percent change
2070-01-01T12:00:00Z,-50.0,90.0,-3.343159
2070-01-01T12:00:00Z,-50.0,91.875,-3.2508683
2070-01-01T12:00:00Z,-50.0,93.75,-3.5895739
2070-01-01T12:00:00Z,-50.0,95.625,-3.7740088
2070-01-01T12:00:00Z,-50.0,97.5,-3.962156
2070-01-01T12:00:00Z,-50.0,99.375,-3.5875814
2070-01-01T12:00:00Z,-50.0,101.25,-3.6082497
2070-01-01T12:00:00Z,-50.0,103.125,-3.505678
2070-01-01T12:00:00Z,-50.0,105.0,-3.6011696
2070-01-01T12:00:00Z,-50.0,106.875,-3.4945638
2070-01-01T12:00:00Z,-50.0,108.75,-3.4029057
2070-01-01T12:00:00Z,-50.0,110.625,-3.0689573
2070-01-01T12:00:00Z,-50.0,112.5,-2.9865298
2070-01-01T12:00:00Z,-50.0,114.375,-3.3647623
2070-01-01T12:00:00Z,-50.0,116.25,-3.3890514
2070-01-01T12:00:00Z,-50.0,118.125,-3.2593265
2070-01-01T12:00:00Z,-50.0,120.0,-3.1459248
2070-01-01T12:00:00Z,-50.0,121.875,-2.668288
2070-01-01T12:00:00Z,-50.0,123.75,-2.6790595
2070-01-01T12:00:00Z,-50.0,125.625,-2.3247368
2070-01-01T12:00:00Z,-50.0,127.5,-1.7406017
2070-01-01T12:00:00Z,-50.0,129.375,-1.5011215
2070-01-01T12:00:00Z,-50.0,131.25,-1.9029862
2070-01-01T12:00:00Z,-50.0,133.125,-2.4291584
2070-01-01T12:00:00Z,-50.0,135.0,-2.7148786
2070-01-01T12:00:00Z,-50.0,136.875,-3.295529
2070-01-01T12:00:00Z,-50.0,138.75,-3.1672904
2070-01-01T12:00:00Z,-50.0,140.625,-3.0374687
2070-01-01T12:00:00Z,-50.0,142.5,-2.6236675
2070-01-01T12:00:00Z,-50.0,144.375,-2.4073024
2070-01-01T12:00:00Z,-50.0,146.25,-1.5653193
2070-01-01T12:00:00Z,-50.0,148.125,-0.56497616
2070-01-01T12:00:00Z,-50.0,150.0,-0.2949429
2070-01-01T12:00:00Z,-50.0,151.875,-0.23722766
2070-01-01T12:00:00Z,-50.0,153.75,-0.71418434
2070-01-01T12:00:00Z,-50.0,155.625,-1.0401103
2070-01-01T12:00:00Z,-50.0,157.5,-1.4270291
2070-01-01T12:00:00Z,-50.0,159.375,-1.4732938
2070-01-01T12:00:00Z,-50.0,161.25,-1.9722797
2070-01-01T12:00:00Z,-50.0,163.125,-2.5677826
2070-01-01T12:00:00Z,-50.0,165.0,-2.8084452
2070-01-01T12:00:00Z,-50.0,166.875,-2.6269796
2070-01-01T12:00:00Z,-50.0,168.75,-2.3546085
2070-01-01T12:00:00Z,-50.0,170.625,-2.1968608
2070-01-01T12:00:00Z,-50.0,172.5,-1.778997
2070-01-01T12:00:00Z,-50.0,174.375,-1.6615515
2070-01-01T12:00:00Z,-50.0,176.25,-1.808798
2070-01-01T12:00:00Z,-50.0,178.125,-2.303066
2070-01-01T12:00:00Z,-50.0,180.0,-2.248115
2070-01-01T12:00:00Z,-48.75,90.0,-2.815584
2070-01-01T12:00:00Z,-48.75,91.875,-2.6903005
2070-01-01T12:00:00Z,-48.75,93.75,-2.714976
2070-01-01T12:00:00Z,-48.75,95.625,-3.2273386
2070-01-01T12:00:00Z,-48.75,97.5,-3.5296094
2070-01-01T12:00:00Z,-48.75,99.375,-3.518226
2070-01-01T12:00:00Z,-48.75,101.25,-3.1317706
2070-01-01T12:00:00Z,-48.75,103.125,-2.9489255
2070-01-01T12:00:00Z,-48.75,105.0,-2.8503003
2070-01-01T12:00:00Z,-48.75,106.875,-2.6920335
2070-01-01T12:00:00Z,-48.75,108.75,-2.3646636
2070-01-01T12:00:00Z,-48.75,110.625,-1.9814228
2070-01-01T12:00:00Z,-48.75,112.5,-1.8324836
2070-01-01T12:00:00Z,-48.75,114.375,-2.0452263
2070-01-01T12:00:00Z,-48.75,116.25,-2.3265975
2070-01-01T12:00:00Z,-48.75,118.125,-2.6009986
2070-01-01T12:00:00Z,-48.75,120.0,-2.2345672
2070-01-01T12:00:00Z,-48.75,121.875,-2.2584078
2070-01-01T12:00:00Z,-48.75,123.75,-1.7918253
2070-01-01T12:00:00Z,-48.75,125.625,-1.6103306
2070-01-01T12:00:00Z,-48.75,127.5,-1.3385326
2070-01-01T12:00:00Z,-48.75,129.375,-1.338673
2070-01-01T12:00:00Z,-48.75,131.25,-1.9085952
2070-01-01T12:00:00Z,-48.75,133.125,-2.3984787
