time,latitude,longitude,tasmin_annual
UTC,degrees_north,degrees_east,K
2050-01-01T12:00:00Z,-50.0,90.0,1.1707764
2050-01-01T12:00:00Z,-50.0,91.875,1.1906433
2050-01-01T12:00:00Z,-50.0,93.75,1.2249146
2050-01-01T12:00:00Z,-50.0,95.625,1.2592773
2050-01-01T12:00:00Z,-50.0,97.5,1.2864685
2050-01-01T12:00:00Z,-50.0,99.375,1.2901001
2050-01-01T12:00:00Z,-50.0,101.25,1.2901001
2050-01-01T12:00:00Z,-50.0,103.125,1.2948914
2050-01-01T12:00:00Z,-50.0,105.0,1.3024597
2050-01-01T12:00:00Z,-50.0,106.875,1.2984619
2050-01-01T12:00:00Z,-50.0,108.75,1.2810059
2050-01-01T12:00:00Z,-50.0,110.625,1.2575684
2050-01-01T12:00:00Z,-50.0,112.5,1.2120972
2050-01-01T12:00:00Z,-50.0,114.375,1.164978
2050-01-01T12:00:00Z,-50.0,116.25,1.1207275
2050-01-01T12:00:00Z,-50.0,118.125,1.0829773
2050-01-01T12:00:00Z,-50.0,120.0,1.0498047
2050-01-01T12:00:00Z,-50.0,121.875,1.0140076
2050-01-01T12:00:00Z,-50.0,123.75,0.98287964
2050-01-01T12:00:00Z,-50.0,125.625,0.94866943
2050-01-01T12:00:00Z,-50.0,127.5,0.92941284
2050-01-01T12:00:00Z,-50.0,129.375,0.91378784
2050-01-01T12:00:00Z,-50.0,131.25,0.9035034
2050-01-01T12:00:00Z,-50.0,133.125,0.9051819
2050-01-01T12:00:00Z,-50.0,135.0,0.89334106
2050-01-01T12:00:00Z,-50.0,136.875,0.88253784
2050-01-01T12:00:00Z,-50.0,138.75,0.8781128
2050-01-01T12:00:00Z,-50.0,140.625,0.8742981
2050-01-01T12:00:00Z,-50.0,142.5,0.89974976
2050-01-01T12:00:00Z,-50.0,144.375,0.9356384
2050-01-01T12:00:00Z,-50.0,146.25,0.9516907
2050-01-01T12:00:00Z,-50.0,148.125,0.9389343
2050-01-01T12:00:00Z,-50.0,150.0,0.9178467
2050-01-01T12:00:00Z,-50.0,151.875,0.92755127
2050-01-01T12:00:00Z,-50.0,153.75,0.9393921
2050-01-01T12:00:00Z,-50.0,155.625,0.9465637
2050-01-01T12:00:00Z,-50.0,157.5,0.965271
2050-01-01T12:00:00Z,-50.0,159.375,0.9797363
2050-01-01T12:00:00Z,-50.0,161.25,0.9895325
2050-01-01T12:00:00Z,-50.0,163.125,1.004242
2050-01-01T12:00:00Z,-50.0,165.0,1.0262756
2050-01-01T12:00:00Z,-50.0,166.875,1.050415
2050-01-01T12:00:00Z,-50.0,168.75,1.0240173
2050-01-01T12:00:00Z,-50.0,170.625,1.0124512
2050-01-01T12:00:00Z,-50.0,172.5,1.0163879
2050-01-01T12:00:00Z,-50.0,174.375,1.014801
2050-01-01T12:00:00Z,-50.0,176.25,1.0046692
2050-01-01T12:00:00Z,-50.0,178.125,0.9963684
2050-01-01T12:00:00Z,-50.0,180.0,0.98651123
2050-01-01T12:00:00Z,-48.75,90.0,1.2402954
2050-01-01T12:00:00Z,-48.75,91.875,1.2573242
2050-01-01T12:00:00Z,-48.75,93.75,1.2860718
2050-01-01T12:00:00Z,-48.75,95.625,1.3179932
2050-01-01T12:00:00Z,-48.75,97.5,1.3360596
2050-01-01T12:00:00Z,-48.75,99.375,1.3427429
2050-01-01T12:00:00Z,-48.75,101.25,1.3409119
2050-01-01T12:00:00Z,-48.75,103.125,1.3323364
2050-01-01T12:00:00Z,-48.75,105.0,1.324585
2050-01-01T12:00:00Z,-48.75,106.875,1.3077087
2050-01-01T12:00:00Z,-48.75,108.75,1.2839661
2050-01-01T12:00:00Z,-48.75,110.625,1.2471619
2050-01-01T12:00:00Z,-48.75,112.5,1.1960449
2050-01-01T12:00:00Z,-48.75,114.375,1.1490173
2050-01-01T12:00:00Z,-48.75,116.25,1.1054688
2050-01-01T12:00:00Z,-48.75,118.125,1.0691223
2050-01-01T12:00:00Z,-48.75,120.0,1.0285645
2050-01-01T12:00:00Z,-48.75,121.875,0.99417114
2050-01-01T12:00:00Z,-48.75,123.75,0.95825195
2050-01-01T12:00:00Z,-48.75,125.625,0.92559814
2050-01-01T12:00:00Z,-48.75,127.5,0.90597534
2050-01-01T12:00:00Z,-48.75,129.375,0.88449097
2050-01-01T12:00:00Z,-48.75,131.25,0.876709
2050-01-01T12:00:00Z,-48.75,133.125,0.8832092
2050-01-01T12:00:00Z,-48.75,135.0,0.8779297
2050-01-01T12:00:00Z,-48.75,136.875,0.87127686
2050-01-01T12:00:00Z,-48.75,138.75,0.8664551
2050-01-01T12:00:00Z,-48.75,140.625,0.86779785
2050-01-01T12:00:00Z,-48.75,142.5,0.90182495
