time,latitude,longitude,tasmax_annual
UTC,degrees_north,degrees_east,K
2070-01-01T12:00:00Z,-50.0,90.0,1.8116455
2070-01-01T12:00:00Z,-50.0,91.875,1.8089294
2070-01-01T12:00:00Z,-50.0,93.75,1.8569336
2070-01-01T12:00:00Z,-50.0,95.625,1.9262085
2070-01-01T12:00:00Z,-50.0,97.5,1.9958801
2070-01-01T12:00:00Z,-50.0,99.375,2.0324707
2070-01-01T12:00:00Z,-50.0,101.25,2.040039
2070-01-01T12:00:00Z,-50.0,103.125,2.0356445
2070-01-01T12:00:00Z,-50.0,105.0,2.0426636
2070-01-01T12:00:00Z,-50.0,106.875,2.0444336
2070-01-01T12:00:00Z,-50.0,108.75,2.0083313
2070-01-01T12:00:00Z,-50.0,110.625,1.9344788
2070-01-01T12:00:00Z,-50.0,112.5,1.8661499
2070-01-01T12:00:00Z,-50.0,114.375,1.8143616
2070-01-01T12:00:00Z,-50.0,116.25,1.7605286
2070-01-01T12:00:00Z,-50.0,118.125,1.72995
2070-01-01T12:00:00Z,-50.0,120.0,1.7062378
2070-01-01T12:00:00Z,-50.0,121.875,1.6815796
2070-01-01T12:00:00Z,-50.0,123.75,1.6567993
2070-01-01T12:00:00Z,-50.0,125.625,1.6275635
2070-01-01T12:00:00Z,-50.0,127.5,1.5809021
2070-01-01T12:00:00Z,-50.0,129.375,1.555542
2070-01-01T12:00:00Z,-50.0,131.25,1.5625
2070-01-01T12:00:00Z,-50.0,133.125,1.5689392
2070-01-01T12:00:00Z,-50.0,135.0,1.5617981
2070-01-01T12:00:00Z,-50.0,136.875,1.5539856
2070-01-01T12:00:00Z,-50.0,138.75,1.5491028
2070-01-01T12:00:00Z,-50.0,140.625,1.5518494
2070-01-01T12:00:00Z,-50.0,142.5,1.6017761
2070-01-01T12:00:00Z,-50.0,144.375,1.6826782
2070-01-01T12:00:00Z,-50.0,146.25,1.7306519
2070-01-01T12:00:00Z,-50.0,148.125,1.7175293
2070-01-01T12:00:00Z,-50.0,150.0,1.7044373
2070-01-01T12:00:00Z,-50.0,151.875,1.7274475
2070-01-01T12:00:00Z,-50.0,153.75,1.7564697
2070-01-01T12:00:00Z,-50.0,155.625,1.7685852
2070-01-01T12:00:00Z,-50.0,157.5,1.7706909
2070-01-01T12:00:00Z,-50.0,159.375,1.7654114
2070-01-01T12:00:00Z,-50.0,161.25,1.7630615
2070-01-01T12:00:00Z,-50.0,163.125,1.749054
2070-01-01T12:00:00Z,-50.0,165.0,1.758606
2070-01-01T12:00:00Z,-50.0,166.875,1.7791138
2070-01-01T12:00:00Z,-50.0,168.75,1.7337952
2070-01-01T12:00:00Z,-50.0,170.625,1.6931458
2070-01-01T12:00:00Z,-50.0,172.5,1.6724548
2070-01-01T12:00:00Z,-50.0,174.375,1.6309204
2070-01-01T12:00:00Z,-50.0,176.25,1.5878906
2070-01-01T12:00:00Z,-50.0,178.125,1.5579224
2070-01-01T12:00:00Z,-50.0,180.0,1.535614
2070-01-01T12:00:00Z,-48.75,90.0,1.8756104
2070-01-01T12:00:00Z,-48.75,91.875,1.8694153
2070-01-01T12:00:00Z,-48.75,93.75,1.9191589
2070-01-01T12:00:00Z,-48.75,95.625,1.9906311
2070-01-01T12:00:00Z,-48.75,97.5,2.0513306
2070-01-01T12:00:00Z,-48.75,99.375,2.0739136
2070-01-01T12:00:00Z,-48.75,101.25,2.0708618
2070-01-01T12:00:00Z,-48.75,103.125,2.0472717
2070-01-01T12:00:00Z,-48.75,105.0,2.0323792
2070-01-01T12:00:00Z,-48.75,106.875,2.0055237
2070-01-01T12:00:00Z,-48.75,108.75,1.9547424
2070-01-01T12:00:00Z,-48.75,110.625,1.8797607
2070-01-01T12:00:00Z,-48.75,112.5,1.8035278
2070-01-01T12:00:00Z,-48.75,114.375,1.7426147
2070-01-01T12:00:00Z,-48.75,116.25,1.6972351
2070-01-01T12:00:00Z,-48.75,118.125,1.678009
2070-01-01T12:00:00Z,-48.75,120.0,1.6472168
2070-01-01T12:00:00Z,-48.75,121.875,1.620575
2070-01-01T12:00:00Z,-48.75,123.75,1.5917969
2070-01-01T12:00:00Z,-48.75,125.625,1.5522461
2070-01-01T12:00:00Z,-48.75,127.5,1.5064697
2070-01-01T12:00:00Z,-48.75,129.375,1.4877625
2070-01-01T12:00:00Z,-48.75,131.25,1.4928894
2070-01-01T12:00:00Z,-48.75,133.125,1.5012207
2070-01-01T12:00:00Z,-48.75,135.0,1.5018005
2070-01-01T12:00:00Z,-48.75,136.875,1.489502
2070-01-01T12:00:00Z,-48.75,138.75,1.4848328
2070-01-01T12:00:00Z,-48.75,140.625,1.5097046
2070-01-01T12:00:00Z,-48.75,142.5,1.6071472
2070-01-01T12:00:00Z,-48.75,144.375,1.7688293
2070-01-01T12:00:00Z,-48.75,146.25,1.9180908
2070-01-01T12:00:00Z,-48.75,148.125,1.967926
2070-01-01T12:00:00Z,-48.75,150.0,1.9807434
2070-01-01T12:00:00Z,-48.75,151.875,1.9835205
2070-01-01T12:00:00Z,-48.75,153.75,1.9638367
2070-01-01T12:00:00Z,-48.75,155.625,1.9316406
2070-01-01T12:00:00Z,-48.75,157.5,1.9060974
2070-01-01T12:00:00Z,-48.75,159.375,1.8858032
2070-01-01T12:00:00Z,-48.75,161.25,1.8644714
